pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,n_hyp,n_hyp_offered,secs
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.880052924156189,0.880052924156189,0.912630021572113,0.7324017371541767,0.912630021572113,255.48414474894446,21262.992005228352,2,2,0.6867466150001746
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.8676338195800781,0.9384941458702087,0.8676338195800781,0.05430732302089275,0.8676344752311707,1351.045934588442,13402.691846164214,2,2,0.485062138000103
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.11565436422825,340.9417263045907,8.193790454728102,-1.018466740324052,0.8314352035522461,0.9140971899032593,0.8314352035522461,0.0125324809552761,0.8314375281333923,1917.7379008629116,11098.416356204607,3,3,0.7116603510003188
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.8069682121276855,0.8069682121276855,0.9383999109268188,0.054003279861847685,0.9417643547058105,1256.7393034574245,22547.040958827587,3,3,0.6197499019999668
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.8681026697158813,0.8681026697158813,0.8868618607521057,0.17555753962450493,0.8868609666824341,811.1610093482825,22295.413505434004,3,3,0.8115575229999195
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.721135639712156,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.7346271872520447,0.7346271872520447,0.8984453082084656,0.20459478333426234,0.898445725440979,830.728707238612,26494.000558153668,3,3,0.6985889669999779
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8800162672997,105.66803295910358,11.393255184025966,1.1825569283295478,0.8401302695274353,0.9429047703742981,0.8401302695274353,0.07641958404398876,0.8401317000389099,1970.2774790371982,35858.79906213671,2,2,0.48976017699988006
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8674013316631,173.90608259290457,9.518864493840473,0.37802509501023485,0.8060485124588013,0.8060485124588013,0.834030270576477,0.022128658051873626,0.8445744514465332,1009.773653754731,29248.95079192007,3,3,0.6505400920000284
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.38860692083836,335.7414357662201,9.785964761357862,2.093696777320659,0.784974992275238,0.957800030708313,0.784974992275238,0.022926454012883513,0.7849739193916321,1672.38392647126,36026.00878931627,3,3,0.8648301309999624
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.933628499507904,0.8949201703071594,0.14047359986189714,0.8949202299118042,772.8680404778629,19485.1714994374,3,3,0.6476113250000708
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109935581684,97.86537007987499,8.0,1.2306964408249912,0.8827244639396667,0.8900479078292847,0.8827244639396667,0.06098191709158919,0.8827267289161682,1073.9853023006813,13261.975671690278,3,3,0.6246139740001126
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,356.48742549680173,765.5911891683936,10.871682771667649,-3.367598352671209,0.7768827080726624,0.887610673904419,0.7768827080726624,0.027204641921142848,0.7744148969650269,1087.2464047525498,50936.069217127195,3,3,0.6367702569996254
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92343205958605,752.4330397248268,11.525868079332854,4.176259474659264,0.5106508731842041,0.5106508731842041,0.7110198140144348,0.0675916566479521,0.7464471459388733,458.9923455548001,24489.203847869092,3,3,0.6554318309999871
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55676278471947,862.029598440975,10.640592511594331,4.892142208044055,0.8306406140327454,0.9208022356033325,0.8306406140327454,0.034444424629501195,0.8306412696838379,1721.779999863734,30627.753003503123,3,3,0.5993407529999786
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4190156683326,88.4539009295404,11.642823874704073,-2.836530935997532,0.8055128455162048,0.8322779536247253,0.8055128455162048,0.038088854953916,0.8055142164230347,1171.9339889949865,23036.068906993703,2,2,0.4604540209998049
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.941126126796,744.0827177986503,8.963733524501183,0.29402464634934455,0.8327354192733765,0.944355845451355,0.8327354192733765,0.03168723319772916,0.8327366709709167,1604.804410254562,22038.10821894633,3,3,0.6410514819999662
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,843.9852088093758,413.6642787158489,9.824451009929184,2.557950899840498,0.7787454128265381,0.8831055164337158,0.7787454128265381,0.02492167785318248,0.828199565410614,1207.3981188915725,16671.78053793249,3,3,0.6177560020000783
test_A_00000017,A,2,finfet_7nm,1,318.32717113050023,574.8896715625057,8.996727499088129,3.885125639779467,318.10037548840046,574.8549123257399,9.051760039548865,3.788293671843974,0.8658470511436462,0.9576455354690552,0.8658470511436462,0.09298611450842262,0.8658480048179626,1111.0334753981338,27135.021183120094,3,3,0.6685312720001093
test_A_00000018,A,3,finfet_22nm,1,490.46987082901535,873.481143973652,8.15953936632283,4.09585474458583,490.6500945985317,873.4722860530019,8.17624576757064,4.077556367503435,0.7605233788490295,0.7605233788490295,0.9728387594223022,0.22095215199069868,0.972838819026947,576.9982010004348,16653.743788347092,2,2,0.4664932969999427
test_A_00000019,A,4,finfet_10nm,1,445.6684036250523,652.4400890709267,11.803501922471709,1.9283826108255493,445.6993663609028,652.4378958940506,11.775499657453889,1.8358609361654468,0.6118181943893433,0.8452441692352295,0.6118181943893433,0.0664370629138858,0.7208381295204163,1039.3394161616618,50547.113646701335,3,3,0.5807592430001023
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.078049659729,224.47672924399376,9.219973915551462,0.5512882393305855,0.8913331031799316,0.9073066711425781,0.8913331031799316,0.0347179393354916,0.8913339972496033,2012.0005468653876,32170.05438080029,3,3,0.6764488609996988
test_A_00000021,A,2,finfet_14nm,1,648.8808650035559,503.5664964661066,11.151487981040008,-2.256462748738597,649.0041645169258,503.5684414803982,11.178108624632705,-2.2078933704978545,0.7509558200836182,0.7509558200836182,0.8961124420166016,0.01991417135581479,0.9040884971618652,1544.5957202074214,21197.182166432216,2,2,0.4779613609998705
test_A_00000022,A,3,dram_compact,1,916.723505353509,712.8271453972657,11.686960547436104,-3.123013928966334,916.8120459616184,712.7875790894032,11.63582132669521,-2.899896479332828,0.793653130531311,0.9411771297454834,0.793653130531311,0.017865659031108403,0.8062241077423096,2161.1509712183747,35392.943482353956,3,3,0.6284056530002999
test_A_00000023,A,4,dram_wide,1,455.8040262468808,440.4088965192267,10.069488891546886,-2.6875813166715465,456.25439684093,440.3512981235981,10.102145866353224,-2.84437543066633,0.8324385285377502,0.9486826658248901,0.8324385285377502,0.009489695643836797,0.8324396014213562,2388.919537121334,29970.799216806605,2,2,0.4557079619999058
test_A_00000024,A,1,finfet_45nm,1,386.13896231114506,478.8901181716259,11.342611375635292,1.363748849241918,385.5913337916136,478.8621809184551,11.370912492217284,1.5099580148322256,0.34786930680274963,0.34786930680274963,0.6779186129570007,0.21853759206316148,0.7121104001998901,361.41507139551067,32523.77259482326,3,3,0.6328828549999344
