pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,zncc,peak_ratio,pose_peak,n_hyp,secs
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.3574867993593,335.8910399675369,9.765057859408394,1.7354410844877046,0.9157629013061523,0.7244879007339478,0.024515699557639856,0.7620407938957214,3,12.147732596000424
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82352389395237,379.79094292223454,8.161331663535666,3.163115395180953,0.9314083456993103,0.8676161170005798,0.07675800289496539,0.8676152229309082,3,7.185305510000035
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8878594040871,105.6624177545309,11.393951817969924,1.1465982405059867,0.8485555648803711,0.840087354183197,0.03453074732727375,0.840087354183197,3,20.48933083999873
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.9411250576377,744.0830210074782,8.968916263639771,0.29530423216634416,0.932673990726471,0.8328089118003845,0.07709590429196725,0.8328086137771606,3,13.932569672997488
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.07975018024445,224.47670570015907,9.220741547687572,0.5510927360143568,0.8323925137519836,0.8913289308547974,0.04473908465804607,0.891327440738678,3,15.96340436600076
test_A_00000025,A,2,finfet_10nm,1,743.4740905611797,663.7328264229709,11.22409316854937,-0.7693024937758199,743.0887098312378,663.8040278404951,11.227937711314468,-0.9211151708505082,0.8640688061714172,0.8748332262039185,0.04390357277937435,0.8748340606689453,3,19.560579411001527
test_A_00000030,A,3,finfet_28nm,1,714.6647188024422,721.1709067351237,9.3069130778194,-3.312436077828273,714.3851939514279,721.2518585324287,9.358279614751627,-3.6634632949934107,0.7678158283233643,0.8417826890945435,0.05198555820407874,0.8417832255363464,3,17.706979066999338
test_A_00000035,A,4,finfet_45nm,1,372.94013575493113,187.31056657966064,8.647673314988971,-2.846525497593957,373.03279672190547,187.1546258032322,8.621038438834685,-2.7707413104972938,0.826335072517395,0.7268186807632446,0.02560451551479911,0.7268187403678894,3,7.773042515997076
test_A_00000040,A,1,dram_wide,1,818.3302220126327,514.6235956191861,10.498161100406463,2.618713993363292,818.2715401053429,514.6237843930721,10.499618817158353,2.451549925503042,0.8870006203651428,0.93094801902771,0.10885935739518074,0.9309481382369995,3,17.322350554000877
test_A_00000045,A,2,finfet_7nm,1,600.0022067570972,474.8285662896759,11.120738943884303,1.5748584775242254,599.8705644905567,474.87467807531357,11.130633122603754,1.7256470041698209,0.7195268273353577,0.832387387752533,0.06821785112019005,0.8323884010314941,3,17.465171244002704
test_A_00000050,A,3,dram_legacy,1,96.37455392996918,888.3259920373237,9.176720887471356,2.583661161197231,96.02121037244797,888.314680814743,9.144997943205437,2.7588164029888125,0.8761330842971802,0.8053129315376282,0.010892620684813207,0.8053129315376282,3,15.582502254001156
test_A_00000055,A,4,finfet_45nm,1,302.91164133195605,613.5521744721157,8.279711709793311,-1.2162075008288469,303.3795633018017,613.5693299174309,8.251758019636746,-1.0567028828253842,0.8477804064750671,0.8040317893028259,0.28017292988066494,0.8040316700935364,3,10.771582712000964
test_A_00000060,A,1,finfet_10nm,1,720.7693030570106,179.7987646919522,10.88653950718082,1.5199883842690074,720.6926069706678,179.6895468533039,10.86074729343297,1.3576949826770977,0.7769148945808411,0.8640241026878357,0.18203572389485143,0.8640227317810059,3,17.55526169500081
test_A_00000065,A,2,dram_wide,1,269.28777729724226,273.3347119226137,11.039000680517525,0.67029642882998,268.4884170582518,273.2922556400299,10.967908323394088,0.8508195118237855,0.8987767696380615,0.8774508833885193,0.015158038666362667,0.8774512410163879,3,19.249721255000622
test_A_00000070,A,3,finfet_14nm,1,911.212306614395,131.52968134200972,9.249179248122356,-2.1401118412660844,911.0852226614952,131.5039212377742,9.229516389387944,-2.088592695827375,0.9207003712654114,0.9201469421386719,0.03648935953614696,0.9201468825340271,3,16.383424285999354
test_A_00000075,A,4,finfet_22nm,1,860.9078863795041,818.440229828103,10.24658697003468,3.4819907588537085,860.9419758021832,818.4542945586145,10.214449629809973,3.455874717488013,0.6211068630218506,0.9408130645751953,0.19676938669791805,0.9579113721847534,3,15.5334092339981
test_A_00000080,A,1,dram_dense,1,61.647332962504265,543.9219263815562,10.112682066331008,1.8448578241976268,61.707375317811966,543.9209447801113,10.081342351339101,1.7753939715109495,0.676590085029602,0.9462124705314636,0.054723571040069606,0.9462125897407532,3,15.7608905149973
test_A_00000085,A,2,finfet_10nm,1,832.0918807528875,717.6564098006535,10.38279038783621,-4.964319535760257,832.029144320637,717.6963101923466,10.361325737531129,-5.0,0.868859589099884,0.9043096899986267,0.010224240835505412,0.9043095111846924,3,16.735813440001948
test_A_00000090,A,3,dram_dense,1,771.1856973736063,315.7892451815426,11.180488170953934,-1.2152998961795358,771.2491232901812,315.80271850526333,11.255142498761371,-1.1834339694959763,0.8537644743919373,0.7690689563751221,0.1835000245395929,0.8421857357025146,3,18.84073439599888
test_A_00000095,A,4,dram_legacy,1,919.426566872312,151.42017097817222,9.44288480171721,3.164784478843613,918.7907968908548,151.39364284276962,9.315193675764132,3.210061535499397,0.9501121044158936,0.8011879920959473,0.036093137203238396,0.8011882305145264,3,18.26613805300076
test_A_00000100,A,1,finfet_28nm,1,605.2979937636377,472.1687806209797,9.751302530954154,-0.7037500380224166,605.9043991789222,472.1348093599081,9.741126487573974,-0.6995312724932,0.8465535044670105,0.9259884357452393,0.0251412444867428,0.9259888529777527,3,18.850722553001106
test_A_00000105,A,2,finfet_45nm,1,805.1951240714762,187.84283468142064,9.868816944664651,-1.2641498512365548,805.4785515386611,187.84605675935745,9.994774199920508,-1.1819962181736907,0.8626802563667297,0.8384013772010803,0.02793233002769983,0.8384014964103699,3,18.050432322001143
test_A_00000110,A,3,dram_loose,1,208.27811348701056,159.422976342273,11.561312833184388,-4.801739911590063,207.9215663075447,159.42878505587578,11.540026623708053,-4.555675771528595,0.7792677283287048,0.9311165809631348,0.026289450799196538,0.9311166405677795,3,19.01712349800073
test_A_00000115,A,4,dram_legacy,1,756.2853053548943,273.27145345398014,10.549877280056506,4.694612412444515,756.5677202045918,273.3139627277851,10.579514606666104,4.828560166121192,0.7945905327796936,0.8235875964164734,0.1566467228269231,0.8235894441604614,3,17.512154118998296
test_A_00000120,A,1,finfet_10nm,1,392.0055693448944,254.01695082929817,8.448895574268098,-0.2691603506802256,393.14890407025814,254.0264098867774,8.476299633033891,-0.19045029882740275,0.9171829223632812,0.8402743935585022,0.025838699822508464,0.8402712941169739,3,10.443538505998731
test_A_00000125,A,2,finfet_10nm,1,152.461283221227,346.7665596237882,9.430167178324115,-1.2310941893737448,152.45653683692217,346.5726933851838,9.403167001554856,-1.3124913866733965,0.9447994828224182,0.8645666837692261,0.007314476262065011,0.8645671606063843,3,14.217871547996765
test_A_00000130,A,3,dram_loose,1,406.3298771489488,605.334569652317,9.053733325244774,4.937069223741739,406.4372862279415,605.2954153567553,9.060310813569528,4.830482268603291,0.8279381394386292,0.8354619145393372,0.08838260970791757,0.8354640007019043,3,10.090226722000807
test_A_00000135,A,4,dram_dense,1,141.4024758198746,641.4009451478179,9.755930450621504,-4.534036654520746,140.7970785498619,641.3666305840015,9.74591898945176,-4.493087191335744,0.9400991201400757,0.8044275641441345,0.015264169375433278,0.8044272065162659,3,14.483118005999131
test_A_00000140,A,1,dram_dense,1,627.4957125257995,407.61487962534505,10.959711063254698,-1.194373344898978,627.9328156039119,407.8344396650791,11.08250290294575,-1.2488095123275291,0.8825984001159668,0.8197619915008545,0.023186981581820726,0.8197600841522217,3,14.453239923997899
test_A_00000145,A,2,finfet_28nm,1,284.0048101458402,778.9624261821764,9.30403034351363,-2.129545970766168,284.2308962494135,778.956366699189,9.246406235298469,-2.1624453953488674,0.8612299561500549,0.8921803832054138,0.29704320861156114,0.8921805024147034,3,14.981853744000546
test_A_00000150,A,3,finfet_7nm,1,318.5176326352174,478.089116011426,10.959888378236071,1.1476359911753349,318.3427990972996,478.06207536160946,10.966807014060942,1.164748649819468,0.8388472199440002,0.9067661762237549,0.014001732180241177,0.906764566898346,3,18.92876577700008
test_A_00000155,A,4,dram_1x,1,526.6657427229995,423.6403783363036,9.867241970340183,3.9419504449783833,526.1659334599972,423.6242723688483,9.843652720221645,4.2589803375031545,0.911171555519104,0.8549644947052002,0.007300404289202234,0.8549643754959106,3,14.774114547999488
test_A_00000160,A,1,finfet_14nm,1,65.48841973516215,628.1756214010052,10.335512340794336,0.5837553866592851,65.32739709317684,628.1584080755711,10.263375186287186,0.5055843470181983,0.9218510985374451,0.9196993112564087,0.01407779808025232,0.9196987152099609,3,15.889430199000344
test_A_00000165,A,2,finfet_22nm,1,898.5487997718208,200.51807293616173,8.626496698894453,0.3023622602890485,898.2143723964691,200.5132865048945,8.647780984846488,0.308983222007683,0.8819465637207031,0.9283984899520874,0.01031142471132573,0.9283986687660217,3,14.965973051999754
test_A_00000170,A,3,dram_wide,1,195.8869499260324,496.7979445771954,8.197046404117089,4.483446493579455,196.12523509562016,496.8599750548601,8.202137882795178,4.498733314079415,0.8000391125679016,0.9397628307342529,0.022126788675879753,0.939763069152832,3,16.56512467400171
test_A_00000175,A,4,finfet_22nm,1,819.5749050150051,811.1866910239078,11.58475416400848,4.338100536426516,819.4649806022644,811.1767149865627,11.557289562987709,4.284584234852977,0.5373958349227905,0.846000611782074,0.1845035373756406,0.8973187804222107,3,20.610249564997503
test_A_00000180,A,1,dram_wide,1,108.88080401673515,432.2114240432006,10.6581021063332,1.0491550498318558,108.16690771281719,432.18330320715904,10.685884671395064,0.9576461068480406,0.5983338952064514,0.9085630178451538,0.03749013660275959,0.9085635542869568,3,13.060716866999428
test_A_00000185,A,2,finfet_14nm,1,740.4465134586867,551.2953122596897,8.012728409238647,-4.269078341819426,15.189643182423392,58.31988250231208,11.3013774097221,1.8084540806537126,0.16921527683734894,0.0,0.6246357272400248,0.2577894926071167,3,21.07422692399996
test_A_00000190,A,3,finfet_22nm,1,945.5934751684148,943.0600019650894,10.784570555422349,2.6088915348612964,945.0976568087935,943.0329920686781,10.933440818541959,2.3540775283351563,0.2887505888938904,0.7110373377799988,0.5161305837568952,0.7110361456871033,3,20.10286380300022
test_A_00000195,A,4,finfet_28nm,1,685.6042711527728,723.4816176923559,8.9091467432943,-4.3011723035285465,685.6007316634059,723.4951906925999,8.922671482940698,-4.408672660006169,0.933674693107605,0.8065308332443237,0.0192942350972539,0.8065316081047058,3,10.0920787929972
test_A_00000200,A,1,dram_wide,1,600.7858414941163,717.3176226393255,10.078867790927116,3.09263354350162,600.7791797816753,717.3267950117588,10.08133911823802,3.0078444946687974,0.03052576072514057,0.8624803423881531,0.6033017392248282,0.8879998922348022,3,15.702062390999345
test_A_00000205,A,2,dram_wide,1,734.3142739334253,390.58110577369337,10.129011104242776,-3.19494695602606,734.1365256011486,389.87729420512915,10.111101830820802,-3.4232775668429936,0.4921789765357971,0.7012403607368469,0.02856771047472247,0.7736509442329407,3,18.3442635829997
