pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,rank,band,margin,n_hyp,n_hyp_offered,winner_margin,rescued,secs
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.35649913549423,335.89402797818184,9.768110867937157,1.751446404835871,0.7225322723388672,0.969801127910614,0.7225322723388672,0.03332699673637599,0.7620438933372498,2235.1315688133072,26465.96857955656,,,0.7225322723388672,3,0,0.7225322723388672,0,12.180800900037866
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.9539958834648132,0.8949201703071594,0.16656860077492622,0.8949202299118042,513.6198775325805,19386.693481434155,,,0.8949201703071594,2,0,0.8949201703071594,0,8.332467000000179
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109801322222,97.86537116765976,8.0,1.2306964408249912,0.8827242851257324,0.9162425994873047,0.8827242851257324,0.07327621649752797,0.8827254772186279,959.2075150682311,11821.107876332977,,,0.8827242851257324,3,0,0.8827242851257324,0,11.894775499997195
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,767.7253504991531,137.10823893547058,8.141182450798864,-3.4133626588307675,0.011939387768507004,0.011939387768507004,0.7903463244438171,0.9150775127887911,0.8501698970794678,30.25850804351038,686.8141968531221,,,-0.7735920138657093,3,0,-0.7735920138657093,0,13.382070899999235
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.8352496027946472,0.8352496027946472,0.912630021572113,0.20674329557145663,0.912630021572113,741.1028311159679,30188.476905774492,,,0.8352496027946472,2,0,0.8352496027946472,0,8.258925400034059
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.8676338195800781,0.9476566910743713,0.8676338195800781,0.025781277861350253,0.8676339387893677,1696.571272742877,14177.068801950947,,,0.7917575240135193,3,0,0.7917575240135193,0,12.222862399998121
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1153146326542,340.9415110349655,8.19388928215935,-1.017187154507052,0.83144211769104,0.9504613280296326,0.83144211769104,0.007376486120112793,0.8314423561096191,3234.6704416418065,10815.992092461769,,,0.83144211769104,3,0,0.83144211769104,0,14.500757700006943
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.7551986575126648,0.7551986575126648,0.9383999109268188,0.02728542723828191,0.9417643547058105,1820.913277757373,24646.378751191853,,,0.7551986575126648,2,0,0.7551986575126648,0,10.766945599985775
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,843.9931174051017,413.62299048900604,9.813877776290818,2.549680784484901,0.785719633102417,0.9336577653884888,0.785719633102417,0.056381022674793405,0.8269672393798828,1008.6429798185974,23949.75789748128,,,0.785719633102417,3,0,0.785719633102417,0,12.447697900002822
test_A_00000017,A,2,finfet_7nm,1,318.32717113050023,574.8896715625057,8.996727499088129,3.885125639779467,318.1011113449931,574.86183424294,9.049389364251518,3.7819962181736915,0.8658736348152161,0.9571905136108398,0.8658736348152161,0.06542867074097801,0.8658758997917175,894.1171422501585,31288.058056436883,,,0.8658736348152161,3,0,0.8658736348152161,0,12.126809399982449
