pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,n_hyp,secs
test_B_00000000,B,1,finfet_28nm,1,882.5915274119764,779.962092758821,11.400707230344931,-0.3128462573571777,883.0067867776379,780.065871834755,11.11334426230096,-0.33121404416084843,0.8121998310089111,0.854833722114563,0.8121998310089111,0.035197150640125005,0.8121996521949768,1414.5731086250178,34458.57493186005,2,0.6345451140005025
test_B_00000003,B,4,finfet_28nm,1,183.42644413499528,710.0054140455983,8.160576025450855,-3.211949705186284,226.33993917703629,712.8942627832294,8.093483902726971,-3.1196543434919946,0.17631007730960846,0.17631007730960846,0.3591194450855255,0.803185420786684,0.42485758662223816,63.10447431782774,2133.3120257969217,3,0.6619194919985603
test_B_00000006,B,3,finfet_22nm,1,869.7562536745331,603.0251355259953,9.647219162179084,3.329438599259225,868.6661602854729,602.9421366229653,9.447523701925787,2.2675810456440386,0.32769110798835754,0.8016874194145203,0.32769110798835754,0.770492494358585,0.3276911973953247,142.2100262216391,10409.99764274342,3,0.6405220119995647
test_B_00000009,B,2,dram_1x,1,892.8397962107512,859.9837999373515,9.87215198032337,0.8562731538895187,891.845426723361,859.9688505399972,10.310686063625859,1.8540602213079844,0.6712071299552917,0.6896898746490479,0.6712071299552917,0.033836554504524906,0.6712055206298828,1026.3645906464453,24601.9639506141,3,0.6022461160027888
test_B_00000012,B,1,finfet_7nm,1,480.32848831335815,531.7406705613462,10.778297462356596,0.0378675029642145,479.9929797947407,531.782344147563,10.753873532825585,-0.023533484006393154,0.737362265586853,0.8448932766914368,0.737362265586853,0.07025696356609759,0.7460712194442749,1135.7605582057236,33142.5349478638,3,0.8624292250024155
test_B_00000015,B,4,dram_legacy,1,445.4891611663634,212.82400962056096,8.830202110623947,4.875314999995252,446.47256518527865,212.81322774291039,8.693727087868357,4.796777959421271,0.27841266989707947,0.27841266989707947,0.31484484672546387,0.5031333296724387,0.34891536831855774,84.58259848455339,4194.038180574919,3,0.6482329509963165
test_B_00000018,B,3,dram_legacy,1,457.2917580176393,409.2672918786086,11.345990278538595,-4.312876426741523,457.2923955619335,409.2986019253731,11.35407319360495,-4.1825080525004905,0.4840593934059143,0.4840593934059143,0.6789689660072327,0.25703531720618056,0.7160187363624573,447.7259486656729,26402.008172283222,2,0.48640028400404844
test_B_00000021,B,2,finfet_14nm,1,546.307974679667,737.7749888847536,9.62900937467758,1.836481727981102,545.6908616125584,737.8326653540134,9.581817974616493,1.7859558033190324,0.7422771453857422,0.8657636046409607,0.7422771453857422,0.02914992668210339,0.7422769665718079,1549.8367452562682,23899.430027404836,3,0.611481804997311
test_B_00000024,B,1,dram_wide,1,141.01053439036014,248.66748546808412,11.360297608359923,-0.7775960277634191,140.9970895498991,248.70117583870888,11.43040078706115,-0.7260610868385067,0.8634718656539917,0.9183882474899292,0.8634718656539917,0.10182224841929496,0.8634758591651917,1167.030322158182,20228.395283300128,3,0.8685282340011327
test_B_00000027,B,4,dram_legacy,1,198.3032408256968,753.7004467857937,8.534579346017399,-2.516344312438851,201.5,749.283335596323,9.174938385466799,-0.10986026317411139,0.10002368688583374,0.10002368688583374,0.39861369132995605,0.6969427525699906,0.40233713388442993,84.91090461544523,2660.73335896643,3,0.6608388629974797
test_B_00000030,B,3,dram_wide,1,375.4601060968794,427.0642093721365,9.526766757381395,1.0405473595500343,660.1300247013569,269.8501940369606,8.440502448939156,0.8623303366635823,0.10776761919260025,0.10776761919260025,0.46859997510910034,0.9484063030939915,0.5108110904693604,55.85340346050552,1821.003782285976,3,0.659580535000714
test_B_00000033,B,2,dram_loose,1,469.4916921187045,726.5367675357539,11.378031070530753,3.912145239675972,468.830625474453,726.5515371970832,11.385889766092177,3.9253306731592503,0.40694528818130493,0.648078441619873,0.40694528818130493,0.38276746278287627,0.4144987165927887,207.65567464392504,12235.641393421276,3,0.6641168360001757
test_B_00000036,B,1,dram_loose,1,187.56773350546547,515.7351174724,9.448789963498628,-1.1301675322499016,188.68569956719875,515.7415239214897,9.464146143372869,-1.1565504863291554,0.7614243030548096,0.8880690336227417,0.7614243030548096,0.06294250323806594,0.7614246010780334,1067.08892504444,24926.305693158585,3,0.6887679100036621
test_B_00000039,B,4,finfet_28nm,1,830.8372386061251,155.25600235731258,8.234451055241859,-3.66844173234928,829.2202877104282,155.23294900357723,8.069522025589782,-4.0994335208350865,0.32059893012046814,0.7617344856262207,0.32059893012046814,0.3102892036359926,0.3334972560405731,280.109841024371,11517.45534918286,3,0.6590600010022172
test_B_00000042,B,3,finfet_45nm,1,375.5280402276544,654.1086788768015,10.100777827979153,4.079494752280397,866.2742938399315,416.90549197793007,10.001403265866285,4.044789513335016,0.4426487386226654,0.5700728297233582,0.4426487386226654,0.8021151717832111,0.4987267851829529,99.69509892429407,5471.959261452134,3,0.6419757299954654
test_B_00000045,B,2,finfet_22nm,1,399.6198689251869,74.70024040469326,8.821640809339563,4.154576898999848,400.8475019931793,74.92621091753244,9.0107003143025,4.030173068480078,0.6640087366104126,0.9197598695755005,0.6640087366104126,0.023380171242841526,0.6640095114707947,1087.3495921950278,20701.49310023335,3,0.6754484650009545
