pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,rank,band,margin,n_hyp,secs
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.3565086424351,335.89404517412186,9.768110867937157,1.751446404835871,0.7225323915481567,0.9333619475364685,0.7225323915481567,0.03064434823201546,0.76204514503479,1655.4657260418157,25278.67879986681,,,0.7028314098715782,3,4.128564083948731
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.9325605630874634,0.8949201703071594,0.12509906032109638,0.8949195146560669,803.9883639844868,19529.09824674541,,,0.8949201703071594,2,1.2525941660278477
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109778523445,97.86536327004433,8.0,1.2306964408249912,0.8827235102653503,0.8882337212562561,0.8827235102653503,0.05683063126250286,0.8827232122421265,1078.3161926424661,13149.427866556991,,,0.8827235102653503,3,1.580127084045671
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,356.4883320070803,765.579022847116,10.85480313246019,-3.367756518176494,0.7855314016342163,0.8248110413551331,0.7855314016342163,0.058596771846114254,0.8035553097724915,987.651547628213,24329.803066012715,,,0.7855314016342163,2,1.3776471249875613
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,843.9936845162883,413.6233903467655,9.814077213875143,2.5407148695043884,0.7859150767326355,0.8923421502113342,0.7859150767326355,0.025299283275144233,0.8269468545913696,1242.3828102565683,25427.383095955098,,,0.5802974700927734,3,3.864829208003357
test_A_00000017,A,2,finfet_7nm,1,318.32717113050023,574.8896715625057,8.996727499088129,3.885125639779467,318.1011113449931,574.86183424294,9.049389364251518,3.7819962181736915,0.8658736348152161,0.9580692648887634,0.8658736348152161,0.10665231976264385,0.865872859954834,1067.8891772953666,27487.938010147343,,,0.8658736348152161,3,2.1791777909966186
test_A_00000018,A,3,finfet_22nm,1,490.46987082901535,873.481143973652,8.15953936632283,4.09585474458583,490.6498169749975,873.4721657577902,8.174403586287161,4.087313110010375,0.7512423396110535,0.7512423396110535,0.972841739654541,0.2249800555469382,0.9728409051895142,560.2662113554843,16517.538530239548,,,0.7512423396110535,2,1.3565572499646805
test_A_00000019,A,4,finfet_10nm,1,445.6684036250523,652.4400890709267,11.803501922471709,1.9283826108255493,445.6993663609028,652.4378958940506,11.775499657453889,1.8358609361654468,0.6118181943893433,0.8481470942497253,0.6118181943893433,0.06440670159773884,0.7208381295204163,1051.16185642408,50729.82700013862,,,0.6118181943893433,3,1.5293981250142679
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92342272400856,752.433034747839,11.527026545210315,4.169243145327837,0.5184229016304016,0.5184229016304016,0.7110225558280945,0.07033837162337185,0.7464482188224792,469.258932224898,24505.35134435441,,,0.5184229016304016,3,4.031810042040888
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55645769834518,862.0296273306012,10.640333573738571,4.899158537375482,0.8306305408477783,0.9193150997161865,0.8306305408477783,0.03574118857087876,0.8306312561035156,1697.8172680176708,30591.352347925014,,,0.8306305408477783,3,1.8916684170253575
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4188539683819,88.45302321389318,11.637219704978593,-2.8026799993283418,0.8055127859115601,0.8350135684013367,0.8055127859115601,0.037915491159632705,0.8055118322372437,1178.230738476998,22483.442894157823,,,0.7904203180223703,2,1.3343777080299333
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.9412373192608,744.0821422860026,8.96374963943693,0.296339438838058,0.8326455950737,0.9427333474159241,0.8326455950737,0.033205862336539556,0.8326454162597656,1602.473009044042,22094.44790436949,,,0.8326455950737,3,1.9979161250521429
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5531175546348,346.60918816924095,10.822280715596204,0.586211720482433,0.8773576617240906,0.8773576617240906,0.9126343131065369,0.7381464832751445,0.9126343727111816,254.7995924763989,21122.51141588394,,,0.8467672560364008,2,3.6339513750281185
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127113,92.82326981425285,379.791464433074,8.160163860280406,3.1637249811658674,0.8676328063011169,0.9394730925559998,0.8676328063011169,0.0562899872495066,0.8676322102546692,1333.5114841041407,13459.75823070834,,,0.8676328063011169,3,2.181784708984196
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1153146326542,340.9415110349655,8.19388928215935,-1.017187154507052,0.83144211769104,0.9151563048362732,0.83144211769104,0.012793427430713294,0.8314406275749207,1899.3242890171289,11135.440928877366,,,0.8103947918862104,3,2.0340307080186903
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.8066271543502808,0.8066271543502808,0.9383999109268188,0.05296152733201418,0.9417643547058105,1259.8425745130457,22657.441342193888,,,0.8066271543502808,2,1.4570757080218755
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.8658523559570312,0.8658523559570312,0.8868618607521057,0.17731130605168782,0.8868617415428162,802.5868110868596,22341.541912858716,,,0.42192018032073975,3,4.080462832993362
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.7211356397121556,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.7458632588386536,0.7458632588386536,0.8984453082084656,0.20803691035024627,0.8984467387199402,826.3725175951281,26864.600669279997,,,0.7141307406127453,3,1.9786028339876793
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8832331597805,105.66281969845295,11.394078954512628,1.1820939698318051,0.840078592300415,0.9318434000015259,0.840078592300415,0.04581207242311468,0.8400792479515076,2230.5342693627717,34336.509041405734,,,0.840078592300415,3,1.8782623340375721
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8673954308033,173.90608458966017,9.518864493840473,0.37802509501023485,0.8123953342437744,0.8123953342437744,0.8340317010879517,0.021815246899205356,0.8445767760276794,1034.7703746503023,29516.10542974215,,,0.7856933642178774,3,1.6525778750074096
