pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,zncc,secs
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.33272413909435,335.8568466305733,9.755740308958105,1.7470496609856154,0.9217163920402527,0.7445971369743347,13.275508238002658
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0205672495067,253.0552541129291,8.967811843953761,1.4692604523550086,0.8588629364967346,0.8934881091117859,9.776359169998614
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.1916450411081,97.96423793956637,8.096488950829759,1.349899363837357,0.6847798824310303,0.8486050367355347,12.061359446997812
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,356.49006105866283,765.5809500440955,10.810113295832982,-3.37471243366075,0.7063784599304199,0.7866469025611877,7.980584964003356
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.4999691606572,346.4284805133939,10.810113295832982,0.6102081629865687,0.5357540845870972,0.9093986749649048,10.017243033995328
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.75542618334293,379.7914067953825,8.229231367083651,3.0405020591609886,0.9287023544311523,0.8506509065628052,12.493534934001218
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1177359595895,340.92867090553045,8.229810065205827,-0.9443207858282159,0.848548412322998,0.8308832049369812,14.848533472999407
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.03444104641676,364.6945255994797,9.131707209582178,1.7481941573335575,0.78038489818573,0.9330981969833374,12.331948514001851
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,843.9876590948552,413.6999914050102,9.85113295832983,2.540824159180617,0.8873913288116455,0.8185717463493347,14.47071608099941
test_A_00000017,A,2,finfet_7nm,1,318.32717113050023,574.8896715625057,8.996727499088129,3.885125639779467,317.99150102678686,574.905102275312,8.96807064562169,3.8251782766630216,0.7845044732093811,0.8407192826271057,12.347466211002029
test_A_00000018,A,3,finfet_22nm,1,490.46987082901535,873.481143973652,8.15953936632283,4.09585474458583,490.643274307251,873.4734284058213,8.162860158956706,4.061392881649983,0.7497524619102478,0.970119059085846,9.442363765003392
test_A_00000019,A,4,finfet_10nm,1,445.6684036250523,652.4400890709267,11.803501922471709,1.9283826108255493,445.6198798045516,652.4546920210123,11.833912031455514,1.8152260308398525,0.8746392130851746,0.7268519997596741,14.701429978005763
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.1221824362874,224.43602272868156,9.30166278062295,0.3076805601544552,0.8083888292312622,0.8877078890800476,15.528855591001047
test_A_00000021,A,2,finfet_14nm,1,648.8808650035559,503.5664964661066,11.151487981040008,-2.256462748738597,649.0182355307043,503.64893278479576,11.172726872079023,-2.490297902331174,0.6652624011039734,0.9009536504745483,8.753890690000844
test_A_00000022,A,3,dram_compact,1,916.723505353509,712.8271453972657,11.686960547436104,-3.123013928966334,916.8444876521826,712.7969040870667,11.695368211457195,-3.1553082383230984,0.5001742839813232,0.804973304271698,12.813051813005586
test_A_00000023,A,4,dram_wide,1,455.8040262468808,440.4088965192267,10.069488891546886,-2.6875813166715465,456.2577005624771,440.34868846833706,10.151699437494745,-2.7796094738196917,0.7919553518295288,0.8319350481033325,17.614024474998587
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.889330804348,752.4557914063334,11.560691993955162,4.025483069655477,0.29721054434776306,0.7210643887519836,14.253889423998771
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55700007081032,862.0273565296084,10.694013108331232,4.802658606666269,0.662858784198761,0.8303157687187195,16.630431170997326
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4821692313999,88.47078111767769,11.560113295832982,-2.6659477910055243,0.6645082831382751,0.788415253162384,6.917019707994768
