pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,n_hyp,secs
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.8813070058822632,0.8813070058822632,0.912630021572113,0.7310572966989177,0.912630021572113,254.75503546890744,21289.82541297132,2,0.8249997599996277
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.8676338195800781,0.937156617641449,0.8676338195800781,0.053649211604312415,0.8676344752311707,1369.9453678046525,13379.30577797262,2,0.5174324809995596
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.11565436422825,340.9417263045907,8.193790454728102,-1.018466740324052,0.8314352035522461,0.9127668142318726,0.8314352035522461,0.01234796504087912,0.8314375281333923,1938.9691326795783,11067.097764292086,3,0.7437719400040805
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.8076856732368469,0.8076856732368469,0.9383999109268188,0.055262892177587356,0.9417643547058105,1251.610425805449,22479.429171499254,3,0.6241264679993037
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.8701611161231995,0.8701611161231995,0.8868618607521057,0.17336895546994321,0.8868609666824341,822.383448747593,22265.851231969627,3,0.9492521590000251
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.721135639712156,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.7193000912666321,0.7193000912666321,0.8984453082084656,0.2032386995433239,0.898445725440979,827.9994586998545,26012.691746007855,3,0.7700263839942636
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8800162672997,105.66803295910358,11.393255184025966,1.1825569283295478,0.8401302695274353,0.9435667991638184,0.8401302695274353,0.07467237611576291,0.8401317000389099,2009.8505541091547,35937.20726597419,2,0.4808495179968304
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8674013316631,173.90608259290457,9.518864493840473,0.37802509501023485,0.7995155453681946,0.7995155453681946,0.834030270576477,0.022210298729390857,0.8445744514465332,984.1424205936939,28891.74616119844,3,0.6590600659983465
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.38860692083836,335.7414357662201,9.785964761357862,2.093696777320659,0.784974992275238,0.9570913314819336,0.784974992275238,0.02371033298628514,0.7849739193916321,1661.5405249533942,36018.88697175884,3,1.0071666069998173
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.934650182723999,0.8949201703071594,0.15576307577635568,0.8949202299118042,740.8618055557156,19425.65072151158,3,0.7159499939953093
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109935581684,97.86537007987499,8.0,1.2306964408249912,0.8827244639396667,0.8913066387176514,0.8827244639396667,0.06323108434305377,0.8827267289161682,1073.5871641338663,13374.67732890531,3,0.6376559979980811
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,356.48742549680173,765.5911891683936,10.871682771667649,-3.367598352671209,0.7768827080726624,0.8857093453407288,0.7768827080726624,0.027232768739446734,0.7744148969650269,1065.7878219821816,50682.088571936445,3,0.6392209299956448
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92343205958605,752.4330397248268,11.525868079332854,4.176259474659264,0.5038940906524658,0.5038940906524658,0.7110198140144348,0.06849146670073362,0.7464471459388733,449.9828421328261,24440.401277722096,3,0.6627384590028669
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55676278471947,862.029598440975,10.640592511594331,4.892142208044055,0.8306406140327454,0.9224165081977844,0.8306406140327454,0.033725430082398845,0.8306412696838379,1743.6295413055034,30778.73917673871,3,0.6348624480015133
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4190156683326,88.4539009295404,11.642823874704073,-2.836530935997532,0.8055128455162048,0.8294907808303833,0.8055128455162048,0.03792505338609164,0.8055142164230347,1176.431303299241,22924.12588610124,2,0.4826646829969832
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.941126126796,744.0827177986503,8.963733524501183,0.29402464634934455,0.8327354192733765,0.946199893951416,0.8327354192733765,0.030534418977486048,0.8327366709709167,1604.6580919865894,21900.035731283537,3,0.7014009289996466
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.078049659729,224.47672924399376,9.219973915551462,0.5512882393305855,0.8913331031799316,0.9076989889144897,0.8913331031799316,0.034321874026096315,0.8913339972496033,2046.8903010733143,32025.320353860585,3,0.6741371520038228
test_A_00000021,A,2,finfet_14nm,1,648.8808650035559,503.5664964661066,11.151487981040008,-2.256462748738597,649.0041645169258,503.5684414803982,11.178108624632705,-2.2078933704978545,0.7487353682518005,0.7487353682518005,0.8961124420166016,0.01970720934754426,0.9040884971618652,1530.057531694963,21206.06714703701,2,0.4953154389950214
