pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,n_hyp,n_hyp_offered,winner_margin,rescued,secs
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.8349371552467346,0.8349371552467346,0.912630021572113,0.20676692494196677,0.912630021572113,741.4615503547093,30180.511734749765,2,2,0.912630021572113,0,0.8090700220018334
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.8676338195800781,0.9475942254066467,0.8676338195800781,0.025788933310638643,0.8676339387893677,1696.2840417807372,14175.721926963088,3,3,0.7082750201225281,0,0.7890502970003581
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1153146326542,340.9415110349655,8.19388928215935,-1.017187154507052,0.83144211769104,0.9504215717315674,0.83144211769104,0.007375635942478308,0.8314423561096191,3235.6090182813923,10816.380052237122,3,3,0.83144211769104,0,0.8328924479974376
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.754999041557312,0.754999041557312,0.9383999109268188,0.02728219073321069,0.9417643547058105,1820.4265764095721,24647.204834145596,2,2,0.9383999109268188,0,0.545701970000664
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.35649913549423,335.89402797818184,9.768110867937157,1.751446404835871,0.7225322723388672,0.969782829284668,0.7225322723388672,0.033357449938095626,0.7620438933372498,2235.101552445053,26464.348052507805,3,3,0.7225322723388672,0,0.9985933799980558
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.9539288282394409,0.8949201703071594,0.16655740936637534,0.8949202299118042,513.6376474617496,19388.021545488595,2,2,0.8949201703071594,0,0.5465396360013983
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109935581684,97.86537007987499,8.0,1.2306964408249912,0.8827244639396667,0.9161280393600464,0.8827244639396667,0.07327784868756033,0.8827267289161682,959.060194522249,11821.756565966683,3,3,0.8827244639396667,0,0.660688582000148
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,767.7253504991531,137.10823893547058,8.141182450798864,-3.4133626588307675,0.011905201710760593,0.011905201710760593,0.7903463244438171,0.917709481250772,0.8501698970794678,30.17388849581459,683.1683613309585,3,3,0.00481492280960083,0,0.8348135129999719
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.8868618607521057,0.9329403638839722,0.8868618607521057,0.08687414796006834,0.8868609666824341,1110.1706044491434,21827.887978580944,3,3,0.4429296851158142,0,0.9535473249998176
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.721135639712156,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.8980081081390381,0.8980081081390381,0.8984453082084656,0.07358395776046796,0.898445725440979,2342.018159303789,33152.33705668484,3,3,0.8984453082084656,0,0.7405670029984321
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8832331597805,105.66281969845295,11.394078954512628,1.1820939698318051,0.840078592300415,0.958526611328125,0.840078592300415,0.046501661266227436,0.8400792479515076,1996.9559005085548,34132.4931363591,3,3,0.840078592300415,0,0.7679611989988189
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8674013316631,173.90608259290457,9.518864493840473,0.37802509501023485,0.834030270576477,0.9014235734939575,0.834030270576477,0.02050985029601191,0.8445744514465332,2679.5205947557133,24606.78877764442,3,3,0.6927897930145264,0,0.6904776590017718
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,843.9931174051017,413.62299048900604,9.813877776290818,2.549680784484901,0.785719633102417,0.9336479306221008,0.785719633102417,0.056377387135723135,0.8269672393798828,1008.641469457255,23950.48326417876,3,3,0.785719633102417,0,0.7923544549994403
test_A_00000017,A,2,finfet_7nm,1,318.32717113050023,574.8896715625057,8.996727499088129,3.885125639779467,318.1011113449931,574.86183424294,9.049389364251518,3.7819962181736915,0.8658736348152161,0.9571239948272705,0.8658736348152161,0.06545476500129906,0.8658758997917175,894.0742329052699,31295.479229191245,3,3,0.8658736348152161,0,0.8182927540001401
test_A_00000018,A,3,finfet_22nm,1,490.46987082901535,873.481143973652,8.15953936632283,4.09585474458583,490.6500945985317,873.4722860530019,8.17624576757064,4.077556367503435,0.8042502999305725,0.8042502999305725,0.9728387594223022,0.4360558570722283,0.972838819026947,317.8327617622766,14424.722350360973,2,2,0.9728387594223022,0,0.5825741259977804
test_A_00000019,A,4,finfet_10nm,1,445.6684036250523,652.4400890709267,11.803501922471709,1.9283826108255493,445.6993663609028,652.4378958940506,11.775499657453889,1.8358609361654468,0.6118181943893433,0.8263342976570129,0.6118181943893433,0.0774061554334884,0.7208381295204163,1241.7692573688844,51387.70574018844,3,3,0.6118181943893433,0,0.8038772869986133
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92343205958605,752.4330397248268,11.525868079332854,4.176259474659264,0.7110198140144348,0.7451412081718445,0.7110198140144348,0.0704359043530742,0.7464471459388733,577.4958570135783,22910.255416884665,3,3,0.7110198140144348,0,0.8146979989978718
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55645769834518,862.0296273306012,10.640333573738571,4.899158537375482,0.8306305408477783,0.9583989381790161,0.8306305408477783,0.03242519939964921,0.8306305408477783,2225.3569140315662,35507.66370637552,3,3,0.8306305408477783,0,0.7908791509980801
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4188539683819,88.45302321389318,11.637219704978593,-2.8026799993283418,0.789569616317749,0.789569616317749,0.8055127859115601,0.0655985879209891,0.805512547492981,1612.1899319168047,29210.7683063603,2,2,0.8055127859115601,0,0.5414524469997559
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.9412373192608,744.0821422860026,8.96374963943693,0.296339438838058,0.8326455950737,0.9554216861724854,0.8326455950737,0.022104968873905787,0.8326463103294373,1921.294269794921,23301.701368152895,3,3,0.8326455950737,0,0.9204157700005453
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.078049659729,224.47672924399376,9.219973915551462,0.5512882393305855,0.850721538066864,0.850721538066864,0.8913331031799316,0.0365422524191047,0.8913339972496033,2243.240375942042,35355.33376924324,3,3,0.8913331031799316,0,0.8339140030002454
test_A_00000021,A,2,finfet_14nm,1,648.8808650035559,503.5664964661066,11.151487981040008,-2.256462748738597,649.0041645169258,503.5684414803982,11.178108624632705,-2.2078933704978545,0.7906175255775452,0.7906175255775452,0.8961124420166016,0.013815284571567376,0.9040884971618652,1236.3496759500397,20363.90307139469,2,2,0.8618433438241482,0,0.6218801089999033
