pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,rank,band,margin,n_hyp,n_hyp_offered,winner_margin,rescued,secs
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.8431046605110168,0.8431046605110168,0.912630021572113,0.28295736520506365,0.912630021572113,623.4782576595293,30235.559092270672,0.28103452920913696,0.9535273313522339,0.8431046605110168,2,0,0.8431046605110168,0,0.7462062740014517
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.8676338195800781,0.9455602765083313,0.8676338195800781,0.024974099556041466,0.8676339387893677,1300.988674226032,13905.240308558497,0.4566948115825653,0.8818987607955933,0.8030946031212807,3,0,0.8030946031212807,0,0.7945232099955319
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1153146326542,340.9415110349655,8.19388928215935,-1.017187154507052,0.83144211769104,0.9447066783905029,0.83144211769104,0.006188562226664129,0.8314423561096191,4472.694558350196,10909.823412897214,0.35840553045272827,0.8932903409004211,0.83144211769104,3,0,0.83144211769104,0,0.8310901630029548
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.7019917964935303,0.7019917964935303,0.9383999109268188,0.032513469257568775,0.9417643547058105,1448.8319701979367,23747.46028258579,0.23568877577781677,0.9842227697372437,0.7019917964935303,2,0,0.7019917964935303,0,0.5530811159987934
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.35649913549423,335.89402797818184,9.768110867937157,1.751446404835871,0.7225322723388672,0.9663267135620117,0.7225322723388672,0.024542866354573867,0.7620438933372498,2352.369443431994,26216.777819120103,0.44739022850990295,0.9418582320213318,0.7225322723388672,3,0,0.7225322723388672,0,0.976547425998433
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.9421634674072266,0.8949201703071594,0.12125259697043313,0.8949202299118042,706.2152039805349,19578.8565208704,0.34223759174346924,0.9210243225097656,0.8949201703071594,2,0,0.8949201703071594,0,0.5712469119971502
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109935581684,97.86537007987499,8.0,1.2306964408249912,0.8827244639396667,0.922003984451294,0.8827244639396667,0.05374257126990961,0.8827267289161682,1396.050843516293,11874.65143614272,0.3403489291667938,0.8994289040565491,0.8827244639396667,3,0,0.8827244639396667,0,0.6611790160022792
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,767.7253504991531,137.10823893547058,8.141182450798864,-3.4133626588307675,0.028269797563552856,0.028269797563552856,0.7903463244438171,0.4058573724115175,0.8501698970794678,85.0442646724029,4419.92611997769,0.6111716628074646,0.8465323448181152,-0.7572616040706635,3,0,-0.7572616040706635,0,0.8026434869971126
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.8868618607521057,0.8992857933044434,0.8868618607521057,0.07170005067767303,0.8868609666824341,1393.0645826799114,22180.75985619625,0.4515973627567291,0.9661747813224792,0.4429296851158142,3,0,0.4429296851158142,0,0.9252177189991926
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.721135639712156,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.8613497018814087,0.8613497018814087,0.8984453082084656,0.07304786676400676,0.898445725440979,2501.289179687999,33772.865072254026,0.6769907474517822,0.9124457836151123,0.8613497018814087,3,0,0.8613497018814087,0,0.7356702709948877
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8832331597805,105.66281969845295,11.394078954512628,1.1820939698318051,0.840078592300415,0.9403789639472961,0.840078592300415,0.03842337846100838,0.8400792479515076,2105.630718114011,34253.952721338275,0.3249160647392273,0.9203113913536072,0.840078592300415,3,0,0.840078592300415,0,0.7536653470015153
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8674013316631,173.90608259290457,9.518864493840473,0.37802509501023485,0.834030270576477,0.8990247845649719,0.834030270576477,0.018380976866676176,0.8445744514465332,2851.0088701313557,25950.427475596884,0.7063125967979431,0.8369623422622681,0.7839659824967384,3,0,0.7839659824967384,0,0.6733274689977407
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,843.9931174051017,413.62299048900604,9.813877776290818,2.549680784484901,0.785719633102417,0.9199358224868774,0.785719633102417,0.037235169265027346,0.8269672393798828,1241.3638195501574,24476.730943610393,0.6052982211112976,0.9159095883369446,0.785719633102417,3,0,0.785719633102417,0,0.8068520660017384
test_A_00000017,A,2,finfet_7nm,1,318.32717113050023,574.8896715625057,8.996727499088129,3.885125639779467,318.1011113449931,574.86183424294,9.049389364251518,3.7819962181736915,0.8658736348152161,0.9523038864135742,0.8658736348152161,0.058123930337895556,0.8658758997917175,1048.0208107073902,31403.213351650356,0.3318999111652374,0.912719190120697,0.8658736348152161,3,0,0.8658736348152161,0,0.8339551940007368
test_A_00000018,A,3,finfet_22nm,1,490.46987082901535,873.481143973652,8.15953936632283,4.09585474458583,490.6500945985317,873.4722860530019,8.17624576757064,4.077556367503435,0.7633853554725647,0.7633853554725647,0.9728387594223022,0.40760427440805885,0.972838819026947,348.07055725235364,13999.477026373208,0.26779356598854065,0.9950402975082397,0.7633853554725647,2,0,0.7633853554725647,0,0.6180980990029639
test_A_00000019,A,4,finfet_10nm,1,445.6684036250523,652.4400890709267,11.803501922471709,1.9283826108255493,445.6993663609028,652.4378958940506,11.775499657453889,1.8358609361654468,0.6118181943893433,0.846272885799408,0.6118181943893433,0.049113022352352285,0.7208381295204163,1402.4526119523161,54706.60539445672,0.5260840654373169,0.6269491314888,0.6118181943893433,3,0,0.6118181943893433,0,0.8271204859993304
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92343205958605,752.4330397248268,11.525868079332854,4.176259474659264,0.7110198140144348,0.7580351233482361,0.7110198140144348,0.057792566811705776,0.7464471459388733,778.2012241429306,22475.0880154184,0.5125886797904968,0.804111123085022,0.7110198140144348,3,0,0.7110198140144348,0,0.823484313004883
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55645769834518,862.0296273306012,10.640333573738571,4.899158537375482,0.8306305408477783,0.946475625038147,0.8306305408477783,0.018506272361763727,0.8306305408477783,2952.7663874374084,36288.95335187357,0.206260547041893,0.8839698433876038,0.8306305408477783,3,0,0.8306305408477783,0,0.8128041539966944
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4188539683819,88.45302321389318,11.637219704978593,-2.8026799993283418,0.8013814091682434,0.8013814091682434,0.8055127859115601,0.05467552814815437,0.805512547492981,1953.313681907336,30589.454678036986,0.2593884766101837,0.9032421112060547,0.8013814091682434,2,0,0.8013814091682434,0,0.5932589520016336
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.9412373192608,744.0821422860026,8.96374963943693,0.296339438838058,0.8326455950737,0.9451963305473328,0.8326455950737,0.01989493647370061,0.8326463103294373,2338.3257006091935,23855.235049232895,0.3658097982406616,0.9210199117660522,0.8326455950737,3,0,0.8326455950737,0,0.9474927199989907
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.078049659729,224.47672924399376,9.219973915551462,0.5512882393305855,0.8913331031799316,0.9095059633255005,0.8913331031799316,0.018839320775611578,0.8913339972496033,2941.8032044874435,32600.983824466406,0.3346298038959503,0.9454267621040344,0.8913331031799316,3,0,0.8913331031799316,0,0.8243964510038495
