pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,zncc,peak_ratio,pose_peak,n_hyp,secs
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.35649913549423,335.89402797818184,9.768110867937157,1.751446404835871,0.9179772138595581,0.7225322723388672,0.02546340920928905,0.7620438933372498,3,12.755675568998413
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8712387084960938,0.8949201703071594,0.02513615818542296,0.8949202299118042,2,9.262823679997382
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109935581684,97.86537007987499,8.0,1.2306964408249912,0.6608107686042786,0.8827244639396667,0.02926133455222605,0.8827267289161682,3,11.732649069999752
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,768.3832896947861,125.45595564693213,8.141182450798864,-3.4133626588307675,0.09019134938716888,0.8269541263580322,0.5878007923485937,0.8501698970794678,3,12.527398494999943
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.5578106641769409,0.912630021572113,0.7460150707751555,0.912630021572113,2,10.025590483000997
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.9309507012367249,0.8676338195800781,0.07618381989454862,0.8676339387893677,3,12.372517603998858
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1153146326542,340.9415110349655,8.19388928215935,-1.017187154507052,0.8229400515556335,0.83144211769104,0.009839983595215724,0.8314423561096191,3,14.409770883001329
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.8279857635498047,0.9383999109268188,0.10789950772051794,0.9417643547058105,2,11.633312794998346
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,875.1868994235992,700.0560616590083,8.0,2.5333822091623905,0.021467426791787148,0.787494421005249,0.7059459167737722,0.8279119729995728,3,13.587778651999542
test_A_00000017,A,2,finfet_7nm,1,318.32717113050023,574.8896715625057,8.996727499088129,3.885125639779467,318.1011113449931,574.86183424294,9.049389364251518,3.7819962181736915,0.8737858533859253,0.8658736348152161,0.07838056681128543,0.8658758997917175,3,12.283127656002762
test_A_00000018,A,3,finfet_22nm,1,490.46987082901535,873.481143973652,8.15953936632283,4.09585474458583,490.6500945985317,873.4722860530019,8.17624576757064,4.077556367503435,0.7558377385139465,0.9728387594223022,0.15216930793220299,0.972838819026947,2,9.424881825001648
test_A_00000019,A,4,finfet_10nm,1,445.6684036250523,652.4400890709267,11.803501922471709,1.9283826108255493,445.6993663609028,652.4378958940506,11.775499657453889,1.8358609361654468,0.8557376861572266,0.6118181943893433,0.15881026790191974,0.7208381295204163,3,13.808761236999999
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.8230124711990356,0.8868618607521057,0.019888027708570004,0.8868609666824341,3,14.590352494000399
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.721135639712156,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.7956295013427734,0.8984453082084656,0.12985784002754477,0.898445725440979,3,11.918634079000185
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8832331597805,105.66281969845295,11.394078954512628,1.1820939698318051,0.8310394883155823,0.840078592300415,0.036542238409545354,0.8400792479515076,3,13.554234392999206
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8674013316631,173.90608259290457,9.518864493840473,0.37802509501023485,0.7998122572898865,0.834030270576477,0.018538676854174978,0.8445744514465332,3,11.567767088999972
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.078049659729,224.47672924399376,9.219973915551462,0.5512882393305855,0.8316781520843506,0.8913331031799316,0.044600215369271834,0.8913339972496033,3,16.578616524002427
test_A_00000021,A,2,finfet_14nm,1,648.8808650035559,503.5664964661066,11.151487981040008,-2.256462748738597,649.0041645169258,503.5684414803982,11.178108624632705,-2.2078933704978545,0.48802444338798523,0.8961124420166016,0.030124373655871135,0.9040884971618652,2,8.090467489997536
test_A_00000022,A,3,dram_compact,1,916.723505353509,712.8271453972657,11.686960547436104,-3.123013928966334,916.8120459616184,712.7875790894032,11.63582132669521,-2.899896479332828,0.44524744153022766,0.793653130531311,0.03938791936425809,0.8062241077423096,3,12.160888806000003
test_A_00000023,A,4,dram_wide,1,455.8040262468808,440.4088965192267,10.069488891546886,-2.6875813166715465,456.25439684093,440.3512981235981,10.102145866353224,-2.84437543066633,0.8854559659957886,0.8324385285377502,0.0072833504698197014,0.8324396014213562,3,16.34120450699993
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92343205958605,752.4330397248268,11.525868079332854,4.176259474659264,0.2879944145679474,0.7110198140144348,0.26267495104511424,0.7464471459388733,3,13.943968252002378
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55645769834518,862.0296273306012,10.640333573738571,4.899158537375482,0.7740728855133057,0.8306305408477783,0.04742137740294213,0.8306305408477783,3,13.854890447997604
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4188539683819,88.45302321389318,11.637219704978593,-2.8026799993283418,0.5616867542266846,0.8055127859115601,0.01683698814352144,0.805512547492981,2,11.303145854999457
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.9412373192608,744.0821422860026,8.96374963943693,0.296339438838058,0.9328762292861938,0.8326455950737,0.0729759317991503,0.8326463103294373,3,16.857059457001014
test_A_00000032,A,1,dram_compact,1,895.34671546911,613.5362596913219,9.477744755882997,-4.489286255264925,894.9462661147118,613.522303102538,9.422235826054365,-4.538614249237376,0.3254653215408325,0.9549984335899353,0.788234913839677,0.9549987316131592,2,11.647025630998542
test_A_00000033,A,2,finfet_7nm,1,185.04068873434775,914.7170358516722,9.582058582689609,-4.200814325540076,185.5976572856307,914.7264826148748,9.501149792494337,-4.4338998124982485,0.8859792947769165,0.8025873303413391,0.22737777633957842,0.802587628364563,3,13.060755864000384
test_A_00000034,A,3,finfet_7nm,1,124.57693675085346,469.2817428373829,10.064514699210084,2.1125397419436838,124.42036664485931,469.2914537936449,10.107268266347635,1.9894755060028597,0.9167311787605286,0.8449053764343262,0.025766308861323427,0.8449047803878784,1,4.72929646600096
test_A_00000035,A,4,finfet_45nm,1,372.94013575493113,187.31056657966064,8.647673314988971,-2.846525497593957,373.0350287742913,187.15492688119411,8.62266983546858,-2.7747008956426362,0.8250393271446228,0.7268468141555786,0.025424799663889174,0.7268471717834473,3,13.592833507998876
test_A_00000044,A,1,dram_legacy,1,625.8043969768437,236.38101209829767,10.855419988874363,-3.9433669082750935,625.6437459588051,236.43769229203463,10.843809606431007,-3.8194415331485954,0.7146701216697693,0.8839033246040344,0.06083757117806871,0.8839040994644165,2,7.540809005000483
test_A_00000045,A,2,finfet_7nm,1,600.0022067570972,474.8285662896759,11.120738943884303,1.5748584775242254,599.9842053353786,474.7691437602043,11.10992433656844,1.4583707515182405,0.7025763392448425,0.7682575583457947,0.06578906596308307,0.858096182346344,2,10.883932873999584
test_A_00000046,A,3,finfet_28nm,1,938.3127961623416,215.64599861990396,10.874431256643062,0.4121389983923116,938.6485885679722,215.72787842154503,11.015047705952451,0.3050609746732841,0.5305907130241394,0.832192063331604,0.07968223686464644,0.8527182340621948,3,14.899239938997198
test_A_00000047,A,4,dram_loose,1,674.2452320607845,213.2829077129919,9.189391344405465,-0.3233744152595292,673.4603140987456,213.30589912831783,9.178132826115903,-0.12626812817284946,0.8319485783576965,0.8884609937667847,0.0449140921827044,0.8884626626968384,2,10.28233957500197
test_A_00000024,A,1,finfet_45nm,1,386.13896231114506,478.8901181716259,11.342611375635292,1.363748849241918,385.5913337916136,478.8621809184551,11.370912492217284,1.5099580148322256,0.6171861290931702,0.6779186129570007,0.45835157390412923,0.7121104001998901,3,12.30827614699956
test_A_00000025,A,2,finfet_10nm,1,743.4740905611797,663.7328264229709,11.22409316854937,-0.7693024937758199,743.091410793364,663.8082520365715,11.229718322782844,-0.9339055815073045,0.8307403326034546,0.8748055100440979,0.04117072382369591,0.8748040199279785,2,10.508256059001724
test_A_00000026,A,3,finfet_22nm,1,63.26554000182136,409.6490009920575,10.058180132361365,0.1736430972398981,63.56681364774704,409.68751941621304,10.202731643343636,-0.016833485685537938,0.7980331778526306,0.8988602757453918,0.07246333215697479,0.8988596200942993,3,13.8606152809989
test_A_00000027,A,4,finfet_22nm,1,618.9215303664964,686.9478480100653,11.843835896101451,0.6233148599517158,619.0691795349121,686.9768256545067,11.828055542159893,0.37182539299806516,0.8396562337875366,0.7546442151069641,0.018925257047337087,0.8577401638031006,3,16.71483836799962
test_A_00000036,A,1,finfet_14nm,1,118.4512145543934,566.7228653288133,9.140199144357982,-2.1111951605859414,118.93024192750454,566.8525992333889,9.17997447258283,-2.0674459561749803,0.5838977694511414,0.7141132950782776,0.05130156806546716,0.7141119837760925,2,9.930287596002017
test_A_00000037,A,2,dram_wide,1,934.338247715806,645.2044365746399,11.519837279931943,-3.9622378705877415,934.2209018915892,645.1939254701138,11.458850784406568,-4.0882994408530315,0.6995161771774292,0.8658410906791687,0.08060318739863398,0.8757349252700806,3,13.874111731001904
test_A_00000038,A,3,finfet_28nm,1,674.1735179339602,676.7785136662528,9.814587783626758,-2.8305733501431787,674.6578688919544,676.7502417266369,9.81676083680631,-2.961507940335268,0.7096049785614014,0.8966158032417297,0.04036020805537347,0.896615743637085,3,14.12367883999832
test_A_00000039,A,4,finfet_10nm,1,908.1111776525807,680.3799397372003,10.958064310063424,0.7286762563667626,908.0505121536553,680.7165931463242,10.747888923628024,0.9988555036520579,0.7563381195068359,0.78252774477005,0.028293909733657977,0.7825281620025635,2,10.320531066001422
test_A_00000040,A,1,dram_wide,1,818.3302220126327,514.6235956191861,10.498161100406463,2.618713993363292,818.2710167914629,514.6238222122192,10.49775185095013,2.4474090988161867,0.8880161046981812,0.9309539794921875,0.10839772263374187,0.9309545755386353,1,5.491129486999853
test_A_00000041,A,2,finfet_28nm,1,187.4956348889272,82.41300468420735,9.151915024107868,4.92763146594347,187.90484482049942,82.39091911166906,9.180165108185692,4.908252808328426,0.8951761722564697,0.7570899724960327,0.011343422838228742,0.790225625038147,3,17.631969117002882
test_A_00000042,A,3,finfet_14nm,1,632.1161351512972,540.4620251603701,9.12522406939533,-0.3928038438984593,631.8143784701824,540.4743223972619,9.129901859647934,-0.4518547184954995,0.8349846601486206,0.9016311764717102,0.011539339957803419,0.9016307592391968,3,13.24221764399772
test_A_00000043,A,4,dram_loose,1,623.8217250735165,879.7434664135494,11.689331396925663,-1.3286562467159555,623.046472530812,879.7607839852571,11.781348442755986,-1.2069674535023696,0.5208047032356262,0.9445271492004395,0.16359082639239622,0.9445269703865051,3,13.555354387000989
