pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,n_hyp,secs
test_B_00000012,B,1,finfet_7nm,1,480.32848831335815,531.7406705613462,10.778297462356596,0.0378675029642145,479.9495976269245,531.7378275245428,10.752690938230732,-0.042256141493845226,0.6701632738113403,0.8344915509223938,0.6701632738113403,0.1287298725147665,0.7376508116722107,981.0799210851111,31510.24817779927,4,0.9467850309956702
test_B_00000015,B,4,dram_legacy,1,445.4891611663634,212.82400962056096,8.830202110623947,4.875314999995252,147.52705760113895,731.5646969303489,11.361653241888469,5.0,0.1577969640493393,0.1577969640493393,0.17561790347099304,0.7377122783492255,0.2344215214252472,51.725063300627816,1911.0993367397132,4,0.7637295859967708
test_B_00000018,B,3,dram_legacy,1,457.2917580176393,409.2672918786086,11.345990278538595,-4.312876426741523,65.71749567985535,414.47960339672863,8.46244380083398,-4.4259273592477495,0.02475757896900177,0.02475757896900177,0.7172747254371643,0.9437118443916259,0.7456821799278259,22.52390328863889,279.276226366022,2,0.5100274120050017
test_B_00000021,B,2,finfet_14nm,1,546.307974679667,737.7749888847536,9.62900937467758,1.836481727981102,545.6923075020313,737.8315331637859,9.582722645565728,1.785383555145061,0.7422652840614319,0.8644075989723206,0.7422652840614319,0.02854050865056174,0.742264986038208,1550.7470460678976,23837.9021664298,3,0.631722981997882
test_B_00000000,B,1,finfet_28nm,1,882.5915274119764,779.962092758821,11.400707230344931,-0.3128462573571777,883.0067867776379,780.065871834755,11.11334426230096,-0.33121404416084843,0.8121998310089111,0.854833722114563,0.8121998310089111,0.035197150640125005,0.8121996521949768,1414.5731086250178,34458.57493186005,2,0.5961583400057862
test_B_00000003,B,4,finfet_28nm,1,183.42644413499528,710.0054140455983,8.160576025450855,-3.211949705186284,226.33772745728493,712.8947760090232,8.094351391380524,-3.122041087845994,0.21118375658988953,0.21118375658988953,0.35890597105026245,0.6623710107221819,0.4248870611190796,81.3972269087219,3083.6107392105473,4,0.8010816329988302
test_B_00000006,B,3,finfet_22nm,1,869.7562536745331,603.0251355259953,9.647219162179084,3.329438599259225,868.5589369833469,602.9042088985443,9.462455254683384,2.2534621733411844,0.32438111305236816,0.7028343081474304,0.32438111305236816,0.8752916800200956,0.34531742334365845,151.91357973537205,9918.255256107113,4,0.8861438000021735
test_B_00000009,B,2,dram_1x,1,892.8397962107512,859.9837999373515,9.87215198032337,0.8562731538895187,891.8626625835896,859.9621372036636,10.315804356342872,1.8568121725016125,0.6427934169769287,0.6427934169769287,0.6712087392807007,0.030473650360098085,0.6712090373039246,965.483786316623,25664.661951606486,3,0.6223786920018028
test_B_00000024,B,1,dram_wide,1,141.01053439036014,248.66748546808412,11.360297608359923,-0.7775960277634191,140.93651613593102,248.66514387726784,11.397268921277222,-0.8864360688439464,0.8506723046302795,0.9724465608596802,0.8506723046302795,0.07805988907349126,0.8506691455841064,1249.5866908969642,36170.8094544391,3,0.8013828149996698
test_B_00000027,B,4,dram_legacy,1,198.3032408256968,753.7004467857937,8.534579346017399,-2.516344312438851,200.66106732189655,750.4824210423976,8.889665000083957,-0.08695944118886065,0.32884785532951355,0.32884785532951355,0.39842137694358826,0.11844985813784523,0.4028509557247162,284.60300484518586,7092.919339549978,3,0.6271489729988389
