pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,n_hyp,secs
test_B_00000064,B,1,dram_compact,1,714.9566123427248,888.5957682977972,9.459907067830969,-3.886640112027374,714.5768903046846,888.6048349738121,9.202343404897412,-4.087410861668488,0.7634677290916443,0.7634677290916443,0.8716539740562439,0.040090694915700165,0.8716539144515991,2,7.964038677000644
test_B_00000068,B,1,dram_legacy,1,811.1570108809551,295.43579839697327,10.247783805728409,1.306609631545351,810.5732417404652,295.33928856253624,10.089736887650071,1.4238498150169643,0.732516884803772,0.8145616054534912,0.732516884803772,0.11608334938280747,0.837225615978241,3,10.91372362599941
test_B_00000072,B,1,finfet_45nm,1,736.4790391985242,393.5623193785051,8.935589395807973,-3.9773319550441255,736.6074425205588,393.5459084622562,8.962625114264153,-4.073475954663751,0.370686799287796,0.370686799287796,0.790239691734314,0.738102785896817,0.798297643661499,2,8.455844907999563
test_B_00000076,B,1,dram_loose,1,479.7875245255552,220.16719031926505,10.71053727595392,3.145613572431923,479.3212080001831,220.1043877005577,10.780423637477961,3.357950899840498,0.7347537875175476,0.761849045753479,0.7347537875175476,0.022628146234939216,0.7347530722618103,2,7.953482715000064
test_B_00000000,B,1,finfet_28nm,1,882.5915274119764,779.962092758821,11.400707230344931,-0.3128462573571777,883.0067867776379,780.065871834755,11.11334426230096,-0.33121404416084843,0.7143634557723999,0.7143634557723999,0.8121998310089111,0.024155263900048643,0.8121996521949768,3,11.001400819000992
test_B_00000004,B,1,dram_compact,1,649.809611800116,402.4361497665618,8.031226467054937,0.6879123451741451,651.3394349366426,402.43902096152306,8.054914098816907,0.5429807861640447,0.6817864775657654,0.6817864775657654,0.8481879830360413,0.036261494535243716,0.8481884598731995,3,9.32618706699941
test_B_00000008,B,1,dram_legacy,1,749.4036400707485,916.4947791113962,10.472799235539178,-1.4944135534588532,749.4499421939254,916.4482473917305,10.503443608473958,-1.655460634819327,0.47695058584213257,0.47695058584213257,0.8603882789611816,0.01664633126957425,0.8603870868682861,2,6.1498317400000815
test_B_00000012,B,1,finfet_7nm,1,480.32848831335815,531.7406705613462,10.778297462356596,0.0378675029642145,480.0101962983608,531.6630676239729,10.75459282406739,-0.06027146133826858,0.6008636355400085,0.7029627561569214,0.6008636355400085,0.1325463965769011,0.7160736918449402,3,10.10253962600109
test_B_00000016,B,1,dram_compact,1,466.1513391906837,446.7441375478247,8.888706910656733,0.5530024396861233,467.1845495402813,446.6460551172495,8.932751997072726,0.579730301514034,0.15819098055362701,0.15819098055362701,0.8690590262413025,0.07936617730548096,0.8931661248207092,2,9.57328822099953
test_B_00000020,B,1,finfet_22nm,1,271.70882117647045,299.79230148517746,11.826808256495925,1.2205180134226603,87.3720800280571,405.4990531715448,8.628009991548439,1.2518662565136136,0.02432149276137352,0.02432149276137352,0.921367347240448,0.6865490811335889,0.921367347240448,3,11.14358266599993
test_B_00000024,B,1,dram_wide,1,141.01053439036014,248.66748546808412,11.360297608359923,-0.7775960277634191,140.93651613593102,248.66514387726784,11.397268921277222,-0.8864360688439464,0.8506723046302795,0.9592546224594116,0.8506723046302795,0.1004304453652509,0.8506691455841064,2,8.666712600999745
test_B_00000028,B,1,dram_compact,1,839.5295128079556,225.6533900130647,11.544282796988403,1.8453642737601448,838.9381510950625,225.77986742556095,11.755346710066316,1.5803514255170625,0.26728111505508423,0.26728111505508423,0.8717711567878723,0.32880444660212793,0.8973644971847534,2,9.88175401800072
test_B_00000080,B,1,finfet_14nm,1,873.7441982724522,116.15445215078898,11.099351870847178,2.416317036369664,873.360881075263,116.16543108224869,10.727517623384559,3.179293142809121,0.6791942715644836,0.8184085488319397,0.6791942715644836,0.42728596974192784,0.7102631330490112,3,12.408886677001647
test_B_00000084,B,1,finfet_28nm,1,828.239755532928,284.1807695926938,9.90954030850836,-3.263151732807313,828.1032080352306,284.19150364398956,9.84856600846837,-3.221414194833908,0.5900611281394958,0.5900611281394958,0.8171249628067017,0.07217053991062047,0.8610299229621887,3,11.388947807001387
test_B_00000088,B,1,finfet_22nm,1,183.24358336155137,516.7192347636496,9.827138476988608,-2.148819420962489,183.57903221994638,516.6621213406324,9.902927363221655,-2.3338567056782473,0.7867186069488525,0.8452973961830139,0.7867186069488525,0.030235988987103626,0.7867162823677063,3,10.244356988001527
test_B_00000092,B,1,dram_compact,1,640.116565019569,400.1496705988407,8.760702696862687,3.490312251966488,639.9151677042246,400.1566617190838,8.758450515210036,3.5003594378305714,0.855440616607666,0.8656666874885559,0.855440616607666,0.05592215021926223,0.8554399609565735,3,13.699279828999352
test_B_00000032,B,1,finfet_10nm,1,715.5558621648931,278.7655616329466,11.594870875299344,0.6064958708800736,715.2350757718086,278.7849060148001,11.615954104765901,0.6273579796826776,0.7503734827041626,0.7977161407470703,0.7503734827041626,0.3940821414139965,0.787980318069458,3,11.851101579000897
test_B_00000036,B,1,dram_loose,1,187.56773350546547,515.7351174724,9.448789963498628,-1.1301675322499016,188.68655678629875,515.7416336238384,9.459111893678118,-1.1349292501609045,0.516810953617096,0.516810953617096,0.7614789009094238,0.08921806199282199,0.7614789009094238,3,14.357221521999236
test_B_00000040,B,1,dram_wide,1,655.7465361063262,294.60860456201334,9.025077768115151,-1.1825736777440143,655.9014046341181,294.60524198412895,9.048357482797408,-1.3291925066464776,0.3291811943054199,0.3291811943054199,0.7891998887062073,0.9439718734020625,0.7956231236457825,3,14.26397663699936
test_B_00000044,B,1,finfet_7nm,1,769.6056639078026,288.31019723383326,9.189951890578206,2.464229421621865,769.2795859873295,288.2764658033848,9.215072117857419,2.4083563289955974,0.8416936993598938,0.9114818572998047,0.8416936993598938,0.15923419879823136,0.8713200092315674,2,9.139227149000362
test_B_00000048,B,1,dram_legacy,1,354.85998478760337,697.6081673833547,8.905019045564787,2.384764980845829,355.76003789901733,697.5710778608918,8.917839386729353,2.3356481258220465,0.6551893353462219,0.6551893353462219,0.8773090839385986,0.3274363999809684,0.8773084878921509,3,14.396117959999174
test_B_00000052,B,1,finfet_10nm,1,914.086398042526,626.0581009339411,10.988018484117529,2.468259950315405,914.009826685302,626.0347342044115,11.086202690554943,2.5461352820082435,0.7767969965934753,0.8819088935852051,0.7767969965934753,0.015162061630810972,0.7767968773841858,3,13.163252852000369
test_B_00000056,B,1,finfet_10nm,1,747.1237051284422,887.9236260832791,8.172627804631961,-0.8911573255949099,747.8487655520439,887.8770201280713,8.20108351173989,-1.0178571543391375,0.8443902134895325,0.8443902134895325,0.8679052591323853,0.010274183176076378,0.8679050207138062,3,12.06835364500148
