set,drift,err,ex,dev,err_corr
B,0.6460514158421335,0.4280308836653429,0.41525936566154087,-0.0055397748947143555,0.43340744489982175
B,0.9996007461696048,0.8639601086948301,-0.8565764004179073,-0.7403478622436523,0.16190433208906996
B,1.2893027923944465,0.5449585217186442,-0.5291151386870183,-0.1994415670633316,0.35454424862505596
B,0.7375644318703108,1.5298258308750692,1.529823136526602,-1.1877543926239014,2.717579045898069
B,0.94657652839248,1.3108539928710081,1.3099852181346137,-0.4514431357383728,1.7620745627590146
B,1.6086209824884123,1.2034078727595718,-1.197316691186188,-0.4931458830833435,0.7144786744269483
B,1.96730844813476,1.1466090144876357,-1.0724250566154296,2.3344578742980957,3.430957305912977
B,0.4185153728119981,0.06557965743087109,0.046259684669848866,-0.042890630662441254,0.10054109491567773
B,1.1651891216828574,0.9773737255322704,-0.9771336271616065,0.7963519096374512,1.7736178346155278
B,1.2782586797845428,2.2825362151651376,-2.2821210929625977,-0.6607464551925659,1.6219588794416124
B,0.5280173630499543,0.3789013527613972,-0.37889068643363544,0.6152575612068176,0.9941523128499219
B,0.8300117203233496,0.7625957504806874,-0.7383908457323543,0.013607919216156006,0.7757792083279536
B,1.2844377584821576,0.11819931307281019,0.05987331199514756,-0.001169830560684204,0.11879616734014407
B,0.4448720483553774,1.0493748678762556,1.047619057216309,-0.4087003469467163,1.4575829757613354
B,0.8229538573416868,909.6720638076432,606.5684122622047,0.0,909.6720638076432
B,1.9776019104816864,1.141728178399447,1.1153352741455365,0.406393826007843,0.7497789250743119
B,0.9105508920353728,0.6182583029035772,-0.6156671776357143,0.4500352740287781,1.0672014669100651
B,1.2299694579796243,1.6648796685788458,-1.6647929997516115,-0.6797770261764526,0.9851624470225487
B,1.7705509292305055,5.98751322925645,4.881204038280316,-0.8351704478263855,6.685888054148723
B,0.5006460094568324,0.07405528364866937,-0.07401825442912013,0.016251802444458008,0.09030042201180428
B,0.8622987514316334,0.7894540304208287,-0.7862865479106063,0.14194826781749725,0.9309194400442494
B,1.5430602084419986,1.5649404016328565,-1.5567089230444253,0.8451922535896301,2.407244285878093
B,2.037052638600908,5.83024778221158,2.635743240551136,-2.317683458328247,7.181997134018026
B,0.4039322031733451,0.604735654106498,-0.5913617128931037,0.10369551181793213,0.7064708638682531
B,0.4098224022346721,0.32136912592448363,-0.32078639308451784,0.8048310279846191,1.1257836309538465
B,1.0479609146328293,89.39817287777196,-89.19985967165252,0.08951866626739502,89.4874931619704
B,1.5737727532566057,0.5879208620561364,-0.5757909830770132,-1.8940024375915527,1.3235547297567167
B,1.862080240692678,0.7952661986243014,-0.7843858207350536,-0.916365385055542,0.1860263860380272
B,0.657131713710577,1.1188422560683515,1.1188232808332828,-1.2188646793365479,2.3376970418239726
B,1.0089620664779675,0.07959466011493048,-0.07638013842506552,0.304997980594635,0.3820348858939246
B,1.572339769137084,0.23627612889289698,0.2049963255279863,1.1013137102127075,0.9039843857571298
B,1.827417108446777,1.7313437933090545,-1.7311653458177716,2.2068326473236084,3.9380764428912447
B,0.7458745237997106,0.15490502842212897,0.15486852779190485,-0.5386843085289001,0.6935609877283049
B,0.9853519163827364,0.05005617008513302,0.04989996919925943,-0.16653424501419067,0.216470280453688
B,1.7639258180879092,0.6922252156902848,-0.685201368515834,0.5753270387649536,1.2643601936882263
B,0.3829385046920032,0.3278179672016118,-0.3260779204731534,0.11413359642028809,0.44150196942451525
B,0.9859532801327784,1.2567680863554855,1.2365441262991226,-1.027348279953003,2.2750018623471076
B,1.2854102048612874,1.1194338585158485,-1.1164561672765103,0.046272795647382736,1.1655884485374748
B,1.8178431330282625,0.6627983888192163,-0.5820170639426578,-1.094634771347046,0.602772556977711
B,0.5934745366630771,0.9008169825455615,0.9000531114139676,-0.2744736075401306,1.1751121845226546
B,1.0676480751850297,0.48185034889627243,0.4814255382252668,-1.6954419612884521,2.176961488018353
B,0.4354891764405473,0.07969054561934026,-0.07609732241542133,0.768008828163147,0.8444376673425222
B,1.035768537653987,0.15199256046749954,-0.12306106747757894,-0.25047776103019714,0.15554011027586123
B,1.851669880018484,2.5334100041146774,2.533408722252716,-2.072049856185913,4.605459283575977
B,0.7101432998665635,0.7265567651149474,0.7250604236016898,2.4652438163757324,1.7408073861135278
B,0.7692496180611773,0.1756150515804225,-0.06363512531038396,1.768298864364624,1.8392317308308157
B,1.478946382970572,1.4359658042585157,-1.4356473235548037,-0.4380744695663452,0.9980311379833864
B,1.6671590310527242,1.1949879778690726,1.1915468301228316,0.3130365014076233,0.8831720197872838
B,0.9989654384241652,0.19771669625627258,0.18034958566795467,-1.4969873428344727,1.6792930329891353
B,1.4422301343964508,1.1240408035833178,-1.1225934259633163,0.14363157749176025,1.2675083776760547
B,2.0511021465431325,2.217794985522672,-2.1515346528149735,-1.4508905410766602,0.8834112331521654
B,0.3636038233980763,0.9720507137542839,-0.18696426762107876,-0.15429331362247467,0.9544602369812507
B,1.1049152414065873,0.34546097319395935,-0.3375210004553537,-0.512354850769043,0.18970960299163592
B,1.5073424174295151,1.60133911575954,1.59788755710008,0.1375558227300644,1.4641076097522416
B,1.8288252173573205,576.2703682347016,522.6840936114868,0.0,576.2703682347016
B,0.3529135834219673,0.5916929588320586,-0.5837691404899488,0.3243284821510315,0.9132116076733053
B,0.981872527109812,0.40826747937936575,0.40626372463111693,-0.10195139050483704,0.5098183245238286
B,1.5590873648364851,1.0448828254342442,-1.021987243010443,-1.557340145111084,0.5778623744447643
B,1.8182333604288967,1.9741845687706396,-1.9149442036152777,-2.3713431358337402,0.6623393344370535
B,0.7147096320329911,0.12944779365309161,0.12840332203461458,-0.012845635414123535,0.14219910742506045
B,1.0822093934287975,999.3985824508442,776.4468272835903,0.0,999.3985824508442
B,1.313899504876218,1.0934499971205718,-1.0878205432335335,-1.097901463508606,0.11126988305768402
B,1.7894413016987858,0.8155847843055581,-0.8109806185031516,-0.05914939567446709,0.7567953253179254
B,0.7611620891013048,0.5024125930070197,-0.45773020807132525,0.4420243799686432,0.9232874898589235
B,0.9153336157990944,0.45751915062455717,-0.4565735068919139,-1.7227394580841064,1.2665072530195258
B,0.6122425673931198,0.5948932672707369,-0.5883712568138435,0.6606976985931396,1.2521543510928845
B,1.132898313240724,0.14581871923534398,-0.14347899774554662,-1.8029074668884277,1.659632405169065
B,0.4814282951374598,0.16185526305587733,-0.15950918871931208,-0.12426626682281494,0.044676710228000606
B,1.0285676241511204,0.6281716654586775,0.628169382775809,0.02635347843170166,0.6018182869851195
B,0.4752234274912993,0.3445140095206087,0.34023709322491413,-0.17667728662490845,0.5197394532314762
B,0.9597369415594612,0.8533359656031795,-0.8406607834427859,-0.44618192315101624,0.4208150289502094
B,1.298914523144326,0.41167219081309425,0.4026077745151042,1.1658344268798828,0.7680468055195557
B,1.7775126260436531,2.885193158906072,2.0617964870836545,-0.7560782432556152,3.4660860932660795
B,0.6062589527930008,0.20151862045521005,-0.20139731534436578,-0.07665093243122101,0.12494212985284837
B,1.642612921934582,0.7852428473303263,-0.7589248226599921,-0.4822295606136322,0.3423444330974897
B,1.9350592318143227,0.9587777745947348,0.9571826326564405,-0.09265667200088501,1.0512938668141723
B,0.5319647180691184,0.38437363053294077,-0.3773937114145838,1.1280418634414673,1.5072004990962444
B,1.0248542703516643,0.973939909907625,-0.9437630090057496,-0.10064422339200974,0.8767665696170639
B,1.2394289338966782,1.222868832183768,-1.2220938705231674,0.711193323135376,1.9337771654253038
B,1.7003832093895568,0.646857103889474,0.6111141644120721,1.122209906578064,0.553337553910286
B,0.738662884260076,0.91394442132405,-0.9065683927893815,0.26809102296829224,1.1803613419172918
B,0.8393517452860788,0.20744872538298934,-0.17988102172938625,0.8600105047225952,1.0450130039723196
B,1.51234793604629,2.4002150673637206,-2.3862824768716564,0.5804660320281982,2.977966592363758
B,1.792634995473937,2.6011522362193866,2.59942397244464,-0.767417311668396,3.3681757970564954
B,0.3751895920943346,0.5878744190785224,0.5827233410565782,0.704082727432251,0.14407616408083931
B,1.0364437261551511,0.20871235124122414,0.18011591925898074,-0.32109779119491577,0.5121857912292129
B,1.3137254560233094,3.188672482386377,3.1832868078641923,-0.6665594577789307,3.854300658730738
B,1.906757009832976,1.6298661451565262,-1.5567825271747893,1.7116175889968872,3.303835821223824
B,0.7470477820138335,0.10012442016237962,-0.09676007062762437,0.7020233869552612,0.7991979731912859
B,0.7763937673309774,0.19097843162746841,-0.1907358449060439,0.7240574955940247,0.9148439509764162
B,1.4500389182361737,0.7759659637118944,0.7737038102279712,0.438750296831131,0.3401462141711057
B,0.4675534191148169,0.19248416129352078,0.192203686942662,1.0949734449386597,0.902829513821225
B,0.8940651160214532,2.2128572461188267,-2.2123316594505695,1.164564609527588,3.3772406239016917
B,1.7466072126242551,0.04283406342371407,-0.039564973126857694,0.020068645477294922,0.061850936603121257
B,0.4574144595056136,0.49305774010193626,-0.47955702000353995,0.2073032408952713,0.6963533712431756
B,1.1767510514402382,0.4779285778645619,0.47770625175451187,1.0562856197357178,0.578762945969962
B,1.3879390744658011,0.3239201537042649,-0.3239189679371748,-0.8856751322746277,0.5617568480734682
B,1.9337769236823956,1.330644041108397,1.329968834034446,0.24039116501808167,1.0904017431449182
B,0.5570853095783131,0.8942005537735026,-0.8234308288998449,0.8266215324401855,1.6864842411211447
B,1.2064345188742394,0.3128209556421114,-0.3088842156341798,-0.2720785140991211,0.061661586797528735
A,0.5983083252475775,0.12824086452262964,0.09823910644581701,-0.09099680185317993,0.20640985026879233
A,0.445864523773249,0.05360727924885182,0.05182028537626593,-0.02695828676223755,0.0799653790097198
A,0.2981740267167355,0.2858505165825398,-0.2797546265580877,-0.07119375467300415,0.21666911185334187
A,0.3644040030236298,0.17175586384392358,0.16604938920556833,-0.2793107330799103,0.4475190673383276
A,0.4405316855533555,0.43860604240786616,-0.43499509353232213,0.06504787504673004,0.5031873403264913
A,0.6457205328773513,0.2768077942884288,-0.27621727633794535,-0.41944748163223267,0.1443657263339049
A,0.4590923272058419,0.08620381951834499,-0.08530159069647425,0.03884388878941536,0.12476713189371635
A,0.6936799176843504,0.7307382645896908,-0.7306565342213673,0.24848851561546326,0.9792060400932698
A,0.2578581904505227,0.08754790533789263,0.0875466374395728,0.08574188500642776,0.001865243528749277
A,0.732919386066763,0.6510558095113037,0.6485362582845937,-1.149259328842163,1.798706024307774
A,0.4975202455500722,0.2447426032439948,-0.24364952658606853,0.287907212972641,0.5320586597428124
A,0.7616985981971023,0.2046764398472221,-0.20464578890403118,-0.3688351809978485,0.16422759387057195
A,0.4255610584390435,0.028511278837807807,-0.011821003625186677,0.3655460774898529,0.3782579421552777
A,0.5330535977012474,0.06301149520853208,0.035505418247453235,-0.2628498077392578,0.3028624352359825
A,0.7836667054684503,1.175247104397794,-1.1745538356044563,0.7266926169395447,1.9016748189355106
A,0.6935415838156034,288.1891044777528,32.12276203027238,-0.37827759981155396,288.2315140234875
A,0.1524381235377112,0.22944382278891282,-0.22679564209977343,0.3025439381599426,0.5304795903426199
A,0.4312667347003889,0.1804413197051477,0.18022376951637398,-0.17918094992637634,0.3595138594212556
A,0.4919689362588707,0.031040313080849598,0.030962735850494028,0.6023166179656982,0.5713580914215921
A,0.1521148320557472,0.10014891315024291,0.09748294053906648,0.18219663202762604,0.08776839200219276
A,0.3350175225692415,0.12331485343566344,0.12329951336994327,-0.15367013216018677,0.27697647485965343
A,0.648623653593428,0.09697902867244393,0.08854060810938336,-0.060300230979919434,0.15401002596804866
