pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,zncc,secs
test_A_00000040,A,1,dram_wide,1,818.3302220126327,514.6235956191861,10.498161100406463,2.618713993363292,818.2583945691586,514.6326510608196,10.581399532085191,2.4863267791677184,0.847904622554779,0.9290837049484253,8.891597978999926
test_A_00000045,A,2,finfet_7nm,1,600.0022067570972,474.8285662896759,11.120738943884303,1.5748584775242254,599.9693667609245,474.89097671955824,11.172726872079023,1.7102743458427967,0.7074937224388123,0.8518436551094055,19.785681758000464
test_A_00000050,A,3,dram_legacy,1,96.37455392996918,888.3259920373237,9.176720887471356,2.583661161197231,95.98332008719444,888.3337985277176,9.21529934458344,2.660952999188468,0.8547154068946838,0.80398029088974,18.606904180999663
test_A_00000055,A,4,finfet_45nm,1,302.91164133195605,613.5521744721157,8.279711709793311,-1.2162075008288469,303.164692863822,613.323571741581,8.366998782078182,-0.9221388395041079,0.8249225616455078,0.7821545600891113,26.227593220000017
test_A_00000060,A,1,finfet_10nm,1,720.7693030570106,179.7987646919522,10.88653950718082,1.5199883842690074,720.884377039969,179.9457056261599,10.928147284582877,1.2269208209777638,0.8697311282157898,0.8944472670555115,17.613500743999793
test_A_00000065,A,2,dram_wide,1,269.28777729724226,273.3347119226137,11.039000680517525,0.67029642882998,268.4894807655364,273.2857692986727,11.049470177706878,0.6507706359947285,0.9136448502540588,0.8782739639282227,22.753063453000323
test_A_00000070,A,3,finfet_14nm,1,911.212306614395,131.52968134200972,9.249179248122356,-2.1401118412660844,911.0720047652721,131.52439659833908,9.301403978955022,-2.083074531665405,0.8585572242736816,0.9161152243614197,25.723977640000157
test_A_00000075,A,4,finfet_22nm,1,860.9078863795041,818.440229828103,10.24658697003468,3.4819907588537085,860.9251632541418,818.4692285954952,10.255740308958105,3.445410637338044,0.6167677044868469,0.9407651424407959,8.291838412000288
test_A_00000160,A,1,finfet_14nm,1,65.48841973516215,628.1756214010052,10.335512340794336,0.5837553866592851,65.32901899516582,628.1569912433624,10.361776076455934,0.51531801348891,0.9411701560020447,0.9140447974205017,29.25282819699987
test_A_00000165,A,2,finfet_22nm,1,898.5487997718208,200.51807293616173,8.626496698894453,0.3023622602890485,898.205225110054,200.51415464282036,8.65686104833067,0.3223458808384507,0.9123587608337402,0.9165862202644348,17.830773211000633
test_A_00000170,A,3,dram_wide,1,195.8869499260324,496.7979445771954,8.197046404117089,4.483446493579455,196.12148564308882,496.8621814697981,8.229810065205827,4.532249250832563,0.8390336632728577,0.9399036169052124,14.367745061000278
test_A_00000175,A,4,finfet_22nm,1,819.5749050150051,811.1866910239078,11.58475416400848,4.338100536426516,819.4743036590517,811.2182730138302,11.560691993955162,4.173956220188664,0.4631126821041107,0.8723955154418945,24.25942604500051
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.33272413909435,335.8568466305733,9.755740308958105,1.7470496609856154,0.9217163920402527,0.7445971369743347,20.804430596999737
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.75542618334293,379.7914067953825,8.229231367083651,3.0405020591609886,0.9287023544311523,0.8506509065628052,19.11893432999932
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8638747036457,105.6393344849348,11.560113295832982,1.164650898161353,0.8614556789398193,0.8408986330032349,21.633099435000076
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.9295423775911,744.1591783761978,8.96807064562169,0.3650649808300385,0.9151135683059692,0.820203959941864,27.00528195700008
test_A_00000180,A,1,dram_wide,1,108.88080401673515,432.2114240432006,10.6581021063332,1.0491550498318558,424.01144801825285,939.8311067670584,8.657637453334457,0.9412267038311882,0.015231645666062832,0.9162871837615967,15.215407763999792
test_A_00000185,A,2,finfet_14nm,1,740.4465134586867,551.2953122596897,8.012728409238647,-4.269078341819426,739.7871006131172,551.4023150503635,8.096488950829759,-4.089202281812288,0.9094698429107666,0.8497737050056458,23.672498683999947
test_A_00000190,A,3,finfet_22nm,1,945.5934751684148,943.0600019650894,10.784570555422349,2.6088915348612964,945.074864372611,943.0640661716461,10.928147284582877,2.6663129978451523,0.6947664618492126,0.7214118838310242,28.685235797000132
test_A_00000195,A,4,finfet_28nm,1,685.6042711527728,723.4816176923559,8.9091467432943,-4.3011723035285465,685.5644360557199,723.4139482676983,8.88828501833039,-4.274255244172064,0.9327688813209534,0.7711204886436462,26.683309963000283
test_A_00000140,A,1,dram_dense,1,627.4957125257995,407.61487962534505,10.959711063254698,-1.194373344898978,627.3208200186491,407.39512721449137,10.810113295832982,-1.2033011233313706,0.8635205030441284,0.8135018944740295,26.5892545910001
test_A_00000145,A,2,finfet_28nm,1,284.0048101458402,778.9624261821764,9.30403034351363,-2.129545970766168,284.34559784829617,778.965294778347,9.389640121456353,-2.1797676393249774,0.8487242460250854,0.8742831349372864,27.588923954000165
test_A_00000150,A,3,finfet_7nm,1,318.5176326352174,478.089116011426,10.959888378236071,1.1476359911753349,318.4143344834447,478.13600412011147,11.04921137603895,1.0567632966725549,0.7553166151046753,0.9242037534713745,9.916758907000258
test_A_00000155,A,4,dram_1x,1,526.6657427229995,423.6403783363036,9.867241970340183,3.9419504449783833,526.1812569499016,423.6387682259083,9.950012218957264,3.9377185391654757,0.8713900446891785,0.8549554347991943,34.420994918999895
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.1221824362874,224.43602272868156,9.30166278062295,0.3076805601544552,0.8083888292312622,0.8877078890800476,26.646494288000213
test_A_00000025,A,2,finfet_10nm,1,743.4740905611797,663.7328264229709,11.22409316854937,-0.7693024937758199,743.1373076736927,663.7123463302851,11.29921137603895,-0.8236196976463938,0.8633785247802734,0.8568720817565918,17.670972392000294
test_A_00000030,A,3,finfet_28nm,1,714.6647188024422,721.1709067351237,9.3069130778194,-3.312436077828273,714.3512650728226,721.1921049654484,9.389640121456353,-3.4410254315059023,0.7110448479652405,0.8388388156890869,27.338170316000287
test_A_00000035,A,4,finfet_45nm,1,372.94013575493113,187.31056657966064,8.647673314988971,-2.846525497593957,373.0174487698823,187.16036039590836,8.657637453334457,-2.7836294728122053,0.7623324990272522,0.7279191613197327,27.58690704700075
test_A_00000080,A,1,dram_dense,1,61.647332962504265,543.9219263815562,10.112682066331008,1.8448578241976268,61.687791019678116,543.978045431897,10.256319007080286,1.7420059933395018,0.6204050183296204,0.9441630840301514,23.643169044999922
test_A_00000085,A,2,finfet_10nm,1,832.0918807528875,717.6564098006535,10.38279038783621,-4.964319535760257,832.0659093260765,717.6978115141392,10.46994335208351,-4.96043267209601,0.8144468665122986,0.8955565690994263,27.28407463900021
test_A_00000090,A,3,dram_dense,1,771.1856973736063,315.7892451815426,11.180488170953934,-1.2152998961795358,102.03902122750878,68.49523821473122,10.049470177706878,-1.2258109386841642,0.026787910610437393,0.8217161297798157,22.778581774000486
test_A_00000095,A,4,dram_legacy,1,919.426566872312,151.42017097817222,9.44288480171721,3.164784478843613,918.6308645606041,151.4597455151379,9.389640121456353,3.125647004169821,0.9357438087463379,0.8576732873916626,27.658609313999477
test_A_00000100,A,1,finfet_28nm,1,605.2979937636377,472.1687806209797,9.751302530954154,-0.7037500380224166,605.9054442942142,472.1446952074766,9.85113295832983,-0.7648090636666386,0.7683846354484558,0.9233243465423584,26.671106144000078
test_A_00000105,A,2,finfet_45nm,1,805.1951240714762,187.84283468142064,9.868816944664651,-1.2641498512365548,805.6259992718697,187.94100871309638,10.049470177706878,-1.4754859541600072,0.8569384217262268,0.829627275466919,22.21308247700017
test_A_00000110,A,3,dram_loose,1,208.27811348701056,159.422976342273,11.561312833184388,-4.801739911590063,207.92145955562592,159.42905079573393,11.560113295832982,-5.0338058249791775,0.7376005053520203,0.9311193823814392,29.564353665999988
test_A_00000115,A,4,dram_legacy,1,756.2853053548943,273.27145345398014,10.549877280056506,4.694612412444515,756.4061005860567,273.29249182343483,10.581399532085191,4.689087790223838,0.8022233247756958,0.8113226294517517,24.455088789
test_A_00000120,A,1,finfet_10nm,1,392.0055693448944,254.01695082929817,8.448895574268098,-0.2691603506802256,393.1510381549597,254.02793504670262,8.509607911454392,-0.3785369293370347,0.9195460677146912,0.8277871012687683,30.142296132999945
test_A_00000125,A,2,finfet_10nm,1,152.461283221227,346.7665596237882,9.430167178324115,-1.2310941893737448,152.4563311263919,346.57071789354086,9.389640121456353,-1.3255003766826499,0.9258036613464355,0.8629831075668335,29.186441015000128
test_A_00000130,A,3,dram_loose,1,406.3298771489488,605.334569652317,9.053733325244774,4.937069223741739,406.42826265096664,605.311269402504,9.131707209582178,4.83020768253442,0.778853714466095,0.8188032507896423,46.11443003699969
test_A_00000135,A,4,dram_dense,1,141.4024758198746,641.4009451478179,9.755930450621504,-4.534036654520746,140.82535879313946,641.3612880110741,9.85113295832983,-4.469839831416337,0.8903942108154297,0.7964407801628113,21.393476713000382
test_A_00000220,A,1,finfet_45nm,1,798.4844943044416,482.4788289052613,9.36626383803416,1.839677247304282,798.7129786610603,482.44742968678474,9.477876263957684,1.73907007684776,0.44684967398643494,0.8713377714157104,18.350898409000365
test_A_00000225,A,2,finfet_28nm,1,734.7589404621993,654.3986545642036,11.004149394880738,-3.67805779945943,734.2190681397915,654.3105302453041,10.928147284582877,-3.574102847675836,0.7521800398826599,0.6597177386283875,18.593355507000524
test_A_00000230,A,3,dram_legacy,1,313.30560148754563,397.6703267009667,11.531053080542168,0.5720847625598076,312.72886319458485,397.6538992524147,11.560113295832982,0.5220784256569365,0.9282726645469666,0.814887285232544,20.626525791999484
test_A_00000235,A,4,finfet_14nm,1,793.1032715756169,504.54309630677744,11.163186257018603,4.005012934663691,432.94954704493284,517.9453656822443,8.366998782078182,3.987246927154147,0.07637137919664383,0.8532306551933289,24.29890437299946
test_A_00000240,A,1,finfet_45nm,1,637.098518518096,681.7736218271757,10.373032414498576,-0.8459967956220229,638.1936790347099,612.2974973171949,10.361776076455934,-0.9043305609940274,0.5388339757919312,0.8886045217514038,25.80682048000017
test_A_00000245,A,2,finfet_45nm,1,905.190509958209,938.8739657081804,8.495389024133946,-2.810428587852667,904.8111687451601,938.8590215295553,8.366998782078182,-2.712223931491882,0.9137946963310242,0.857620358467102,24.046162755000296
test_A_00000250,A,3,dram_dense,1,738.1108856908991,636.4285181360821,8.33942140971932,4.899171275796839,737.7890036851168,636.519461274147,8.509607911454392,4.918114433380837,0.06951064616441727,0.8658266067504883,13.087151904000166
test_A_00000255,A,4,dram_compact,1,681.5591560107458,109.92928952781182,11.146020536337604,-2.770738575631687,681.6333990097046,109.88192972540855,11.298115074580915,-2.738595580331903,0.11927048116922379,0.8884384632110596,11.046099039999717
test_A_00000200,A,1,dram_wide,1,600.7858414941163,717.3176226393255,10.078867790927116,3.09263354350162,600.7984366416931,717.3422817140818,10.15163834270842,2.960582023339782,0.05080479383468628,0.8931507468223572,20.19880170899978
test_A_00000205,A,2,dram_wide,1,734.3142739334253,390.58110577369337,10.129011104242776,-3.19494695602606,734.2692150324583,390.5114877214655,10.151699437494745,-3.4147515343239956,0.4486677944660187,0.813824474811554,27.77433849800036
test_A_00000210,A,3,dram_dense,1,285.8762141478774,562.36252542148,11.733163406936656,-1.8718763816369963,286.37626530975103,562.4095298871398,11.833912031455514,-2.1456119096633297,0.8412700295448303,0.8001502156257629,21.790644360000442
test_A_00000215,A,4,dram_compact,1,717.7977509601183,434.61876417283554,9.97665306094374,2.5813058326563336,717.8394882231951,434.6654412150383,10.049470177706878,2.5515441564939856,0.8665730953216553,0.8636208176612854,25.419204713
test_A_00000340,A,1,finfet_45nm,1,761.1371203089817,868.1726815918687,11.608182070241153,2.726172264078661,760.1710021346807,868.1519160568714,11.695368211457195,2.8875086133266037,0.9002822637557983,0.7924934029579163,23.832514209999317
