pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,rank,band,margin,n_hyp,n_hyp_offered,winner_margin,rescued,secs
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,651.9735536258668,253.0638171583414,8.898625547029415,1.3755405989981215,0.9995182623941844,0.9496678709983826,0.8949201703071594,0.109327086799588,0.8949195146560669,661.4198904419935,20315.716941309212,0.34223759174346924,0.9210243225097656,0.8949201703071594,2,0,0.8949201703071594,0,6.72752741700242
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,767.830540664494,137.10823437571526,8.141182450798864,-3.409026328827683,0.08947961500588208,0.01873592473566532,0.7903451919555664,0.5550446858677495,0.8501678705215454,62.95162991111179,2624.3579548505268,0.6111644506454468,0.8465267419815063,-0.766795476898551,2,0,-0.766795476898551,0,2.437424874999124
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.3770500421524,340.9415110349655,8.19388928215935,-1.017187154507052,0.9999904498698285,0.9523429274559021,0.83144211769104,0.00609798191387564,0.8314406275749207,3887.011406411551,11160.280601135131,0.35840553045272827,0.8932903409004211,0.83144211769104,3,0,0.83144211769104,0,4.873988583996834
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8832331597805,105.66281969845295,11.394078954512628,1.1820939698318051,0.9999681539186349,0.9480289816856384,0.840078592300415,0.04246207173124257,0.8400792479515076,2269.9770822704886,34355.927659312656,0.3249160647392273,0.9203113913536072,0.840078592300415,3,0,0.840078592300415,0,4.329586208001274
test_A_00000016,A,1,finfet_45nm,1,843.0669957042647,413.66610795335873,9.752670617889244,2.635383065749971,843.4103927174583,413.6233903467655,9.814077213875143,2.5407148695043884,0.9998007407527988,0.9304397106170654,0.7859150767326355,0.04252043200889061,0.8269468545913696,1389.8973141390663,24718.78439425446,0.6049810647964478,0.9159334897994995,0.7859150767326355,3,0,0.7859150767326355,0,6.6911631250004575
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.2018580213189,224.47674256563187,9.219973915551462,0.5512882393305855,0.9999364127492988,0.8980566263198853,0.8913311958312988,0.01777330748084044,0.8913314938545227,2119.2612865877545,35117.67275263229,0.33461883664131165,0.9454254508018494,0.8913311958312988,3,0,0.8913311958312988,0,4.442279333001352
test_A_00000022,A,3,dram_compact,1,916.723505353509,712.8271453972657,11.686960547436104,-3.123013928966334,916.854197692126,712.7875790894032,11.63582132669521,-2.918265467998766,0.9999623019361648,0.8760396838188171,0.793653130531311,0.02236957813661868,0.8062247633934021,2747.4962915985384,30501.157434320106,0.4838424324989319,0.8381091952323914,0.7794207138940692,3,0,0.7794207138940692,0,3.5608050000009825
test_A_00000024,A,1,finfet_45nm,1,386.13896231114506,478.8901181716259,11.342611375635292,1.363748849241918,385.5913386195898,478.8621670603752,11.370912492217284,1.5099580148322256,0.9808106445535817,0.4301972985267639,0.6779218316078186,0.46068767039283476,0.7121103405952454,443.3067744667446,46553.57796191569,0.5827938318252563,0.8203333020210266,0.4301972985267639,3,0,0.4301972985267639,0,4.496908917000837
test_A_00000042,A,3,finfet_14nm,1,632.1161351512972,540.4620251603701,9.12522406939533,-0.3928038438984593,632.4146787524223,540.4743223972619,9.129901859647934,-0.4518547184954995,0.9999004462788386,0.8811575770378113,0.9016311764717102,0.01599802681167915,0.9016313552856445,2413.892306070684,18609.591618790648,0.4242652952671051,0.9661641716957092,0.8562828619033098,3,0,0.8562828619033098,0,3.622643209000671
test_A_00000044,A,1,dram_legacy,1,625.8043969768437,236.38101209829767,10.855419988874363,-3.9433669082750935,625.2085245549679,236.43769229203463,10.843809606431007,-3.8194415331485954,0.9999059039029624,0.8573774695396423,0.8839033246040344,0.013643497782007975,0.8839040994644165,2300.4547459965843,28072.372499347435,0.4130418002605438,0.8936395645141602,0.8391798567026854,2,0,0.8391798567026854,0,4.156030165999255
test_A_00000045,A,2,finfet_7nm,1,600.0022067570972,474.8285662896759,11.120738943884303,1.5748584775242254,600.0568602159619,474.7691437602043,11.10992433656844,1.4583707515182405,0.9997434819124428,0.923391580581665,0.7682575583457947,0.10429660520244721,0.8580952882766724,1436.4067702101659,26099.089950352183,0.46148937940597534,0.9465164542198181,0.7682575583457947,2,0,0.7682575583457947,0,3.435144916998979
test_A_00000049,A,2,dram_wide,1,900.2936905096058,152.96747395806705,9.151458761274036,-4.57642939249809,900.656462430954,152.9718201868236,9.195486835586161,-4.550490280916799,0.999925809984217,0.91886305809021,0.7913330793380737,0.03033501302610722,0.7855437397956848,2374.9004302968883,12870.790548040395,0.5023666024208069,0.8573325276374817,0.6239525824785233,3,0,0.6239525824785233,0,5.779694458997255
test_A_00000025,A,2,finfet_10nm,1,743.4740905611797,663.7328264229709,11.22409316854937,-0.7693024937758199,743.0038117393851,663.8082520365715,11.229718322782844,-0.9339055815073045,0.9999787910131221,0.915260910987854,0.8748055100440979,0.04263821812076822,0.8748040199279785,2567.554564900822,43881.70118287984,0.4373100996017456,0.9230497479438782,0.8748055100440979,2,0,0.8748055100440979,0,2.768132458000764
