pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,n_hyp,n_hyp_offered,secs
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.8774455189704895,0.8774455189704895,0.912630021572113,0.7367306897660384,0.912630021572113,255.25972224181814,21158.592183993147,2,2,0.6777645970005324
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.8676338195800781,0.9393978714942932,0.8676338195800781,0.05620949957047631,0.8676339387893677,1333.41176319953,13458.535937756216,3,3,0.6583796670001902
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1153146326542,340.9415110349655,8.19388928215935,-1.017187154507052,0.83144211769104,0.9151487946510315,0.83144211769104,0.012804110117405966,0.8314423561096191,1898.5743467844889,11137.73190061324,3,3,0.6625423169998612
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.8064469695091248,0.8064469695091248,0.9383999109268188,0.05297730088873302,0.9417643547058105,1259.3541313770213,22654.995874443142,2,2,0.45075996100058546
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.35649913549423,335.89402797818184,9.768110867937157,1.751446404835871,0.7225322723388672,0.933296263217926,0.7225322723388672,0.030692623210727882,0.7620438933372498,1654.2460109832195,25281.270909730803,3,3,0.8752691560002859
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.9324523210525513,0.8949201703071594,0.12526143486486857,0.8949202299118042,803.305131936596,19526.48379942919,2,2,0.4474192949992357
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109935581684,97.86537007987499,8.0,1.2306964408249912,0.8827244639396667,0.8881890177726746,0.8827244639396667,0.056829922297586814,0.8827267289161682,1078.3311531699374,13153.211418369596,3,3,0.5848323879999953
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,356.4883320070803,765.579022847116,10.85480313246019,-3.367756518176494,0.7855314016342163,0.824652373790741,0.7855314016342163,0.058410847818970664,0.8035553097724915,987.3491891516986,24333.820070136848,3,3,0.6883113249996313
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.865831196308136,0.865831196308136,0.8868618607521057,0.17726368157149025,0.8868609666824341,802.7071491275353,22346.092162791818,3,3,0.8042934780005453
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.721135639712156,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.7450037598609924,0.7450037598609924,0.8984453082084656,0.20785158822374974,0.898445725440979,826.3127467796888,26871.58056110182,3,3,0.6211000769999373
