pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,rank,band,margin,n_hyp,n_hyp_offered,winner_margin,rescued,secs
test_A_00000004,A,1,dram_loose,1,683.3873685132343,346.5651969516689,10.859237085884391,0.4689477130765933,683.5534179024398,346.60910227149725,10.82295585551732,0.558523148014469,0.7532278895378113,0.7532278895378113,0.912630021572113,0.1367687514041035,0.912630021572113,1045.3130680240326,31949.56061350358,0.28103452920913696,0.9535273313522339,0.7532278895378113,2,0,0.7532278895378113,0,0.7918441440015158
test_A_00000005,A,2,finfet_7nm,1,93.25826964635444,379.73528701992205,8.150307194758732,3.1359514213127118,92.82327455282211,379.7914522141218,8.160163860280406,3.1637249811658674,0.8676338195800781,0.94061279296875,0.8676338195800781,0.03248255291978944,0.8676339387893677,1759.0286815191764,14464.788105363787,0.4566948115825653,0.8818987607955933,0.8004896566271782,3,0,0.8004896566271782,0,0.8019408250002016
test_A_00000006,A,3,dram_wide,1,453.3918716405662,340.9236550226419,8.189538182178342,-0.9314495734417888,453.1153146326542,340.9415110349655,8.19388928215935,-1.017187154507052,0.83144211769104,0.9462407827377319,0.83144211769104,0.005348083276263496,0.8314423561096191,4514.285221273698,11034.513928833452,0.35840553045272827,0.8932903409004211,0.8068108782172203,3,0,0.8068108782172203,0,0.890512938000029
test_A_00000007,A,4,finfet_10nm,1,63.12915622590532,364.722502437633,9.121909111056205,1.744813398385601,63.043854635208845,364.71006309986115,9.049915673120083,1.675960450675864,0.7849299907684326,0.7849299907684326,0.9383999109268188,0.029902840984164254,0.9417643547058105,1964.2173273312847,23885.10469034428,0.23568877577781677,0.9842227697372437,0.7849299907684326,2,0,0.7849299907684326,0,0.570175463999476
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.35649913549423,335.89402797818184,9.768110867937157,1.751446404835871,0.7225322723388672,0.9691754579544067,0.7225322723388672,0.021492455811679977,0.7620438933372498,2779.6813774742336,27409.75078662518,0.44739022850990295,0.9418582320213318,0.7225322723388672,3,0,0.7225322723388672,0,1.0512843300002714
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.9479526281356812,0.8949201703071594,0.1747302377778278,0.8949202299118042,560.3657736112474,19586.33358955461,0.34223759174346924,0.9210243225097656,0.8949201703071594,2,0,0.8949201703071594,0,0.5626406290011801
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109935581684,97.86537007987499,8.0,1.2306964408249912,0.8827244639396667,0.9209455847740173,0.8827244639396667,0.07466833006459234,0.8827267289161682,1050.3813621484421,11997.320913197642,0.3403489291667938,0.8994289040565491,0.8827244639396667,3,0,0.8827244639396667,0,0.7355006039997534
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,767.7253504991531,137.10823893547058,8.141182450798864,-3.4133626588307675,0.015606523491442204,0.015606523491442204,0.7903463244438171,0.6326425669124709,0.8501698970794678,52.850790507805726,1940.1318438163519,0.6111716628074646,0.8465323448181152,-0.7699248781427741,3,0,-0.7699248781427741,0,0.8655706580011611
test_A_00000008,A,1,finfet_45nm,1,181.439870133784,766.3807063172329,10.941057462512347,2.914540925674692,180.70921359956264,766.3697774410248,10.966424446657125,2.6863871930148893,0.8868618607521057,0.9196940660476685,0.8868618607521057,0.05757287989959239,0.8868609666824341,1315.272043540782,22506.7124892579,0.4515973627567291,0.9661747813224792,0.4429296851158142,3,0,0.4429296851158142,0,1.0110420460005116
test_A_00000009,A,2,dram_loose,1,290.2456966432096,761.4746573660807,10.689101802491512,-2.721135639712156,290.3332432806492,761.4751285370439,10.710996027979787,-2.8144956171605964,0.8554068207740784,0.8554068207740784,0.8984453082084656,0.05726556030114251,0.898445725440979,3103.18698235272,34668.047709924336,0.6769907474517822,0.9124457836151123,0.8554068207740784,3,0,0.8554068207740784,0,0.7439399049999338
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8832331597805,105.66281969845295,11.394078954512628,1.1820939698318051,0.840078592300415,0.9473218321800232,0.840078592300415,0.03784028698537754,0.8400792479515076,2616.181011892881,34155.356452944674,0.3249160647392273,0.9203113913536072,0.840078592300415,3,0,0.840078592300415,0,0.7874423880002723
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8674013316631,173.90608259290457,9.518864493840473,0.37802509501023485,0.834030270576477,0.8689665198326111,0.834030270576477,0.01796921101707756,0.8445744514465332,3059.054586129275,23742.08706826828,0.7063125967979431,0.8369623422622681,0.8082587514072657,3,0,0.8082587514072657,0,0.7211440520004544
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92343205958605,752.4330397248268,11.525868079332854,4.176259474659264,0.686860203742981,0.686860203742981,0.7110198140144348,0.07578647609488769,0.7464471459388733,635.3856761503464,25212.495601600254,0.5125886797904968,0.804111123085022,0.686860203742981,3,0,0.686860203742981,0,0.7906189069999527
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55645769834518,862.0296273306012,10.640333573738571,4.899158537375482,0.8306305408477783,0.9524729251861572,0.8306305408477783,0.034569470765797215,0.8306305408477783,2339.0350378732815,36827.85895902379,0.206260547041893,0.8839698433876038,0.8306305408477783,3,0,0.8306305408477783,0,0.747147023999787
